Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
354,Kelly Dransfeldt\dranske01,29,CHW,AL,15,30,30,5,10,0,0,0,4,0,0,0,6,.333,.333,.333,.667,74,10,0,0,0,0,0,/65D
355,Darren Dreifort\dreifda01,32,LAD,NL,60,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
356,Ryan Drese\dresery01,28,TEX,AL,34,4,4,1,2,1,0,0,0,0,0,0,2,.500,.500,.750,1.250,210,3,0,0,0,0,0,1
357,J.D. Drew*\drewj.01,28,ATL,NL,145,645,518,118,158,28,8,31,93,12,3,118,116,.305,.436,.569,1.006,157,295,7,5,1,3,2,*9/8D
358,Tim Drew\drewti01,25,ATL,NL,12,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,-3,0,0,0,0,0,0,1
359,Travis Driskill\drisktr01,32,COL,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
360,Jason Dubois\duboija01,25,CHC,NL,20,25,23,2,5,0,1,1,5,0,0,1,7,.217,.240,.435,.675,68,10,0,0,0,1,0,/937
361,Eric DuBose*\duboser01,28,BAL,AL,14,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
362,Justin Duchscherer\duchsju01,26,OAK,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
363,Brandon Duckworth\duckwbr01,28,HOU,NL,19,10,9,1,2,0,0,0,1,0,0,1,2,.222,.300,.222,.522,38,2,0,0,0,0,0,1
364,Jeff Duncan*\duncaje01,25,NYM,NL,13,17,15,2,1,0,0,0,1,3,0,1,5,.067,.125,.067,.192,-48,1,0,0,1,0,0,/87
365,Adam Dunn*\dunnad01,24,CIN,NL,161,681,568,105,151,34,0,46,102,6,1,108,195,.266,.388,.569,.956,147,323,8,5,0,0,11,*73/D
366,Scott Dunn\dunnsc01,26,ANA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
367,Erubiel Durazo*\durazer01,30,OAK,AL,142,578,511,80,164,35,1,22,88,3,2,56,104,.321,.396,.523,.919,138,267,7,9,0,2,9,*D/3
368,Chad Durbin\durbich01,26,TOT,MLB,24,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
369,Chad Durbin\durbich01,26,CLE,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
370,Chad Durbin\durbich01,26,ARI,NL,7,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
371,J.D. Durbin\durbijd01,22,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
372,Ray Durham#\durhara01,32,SFG,NL,120,542,471,95,133,28,8,17,65,10,4,57,60,.282,.364,.484,.848,117,228,6,6,4,4,3,*4
373,Trent Durrington\durritr01,28,MIL,NL,53,87,82,13,19,2,3,2,4,4,0,4,23,.232,.267,.402,.670,70,33,1,0,1,0,0,5/4D1
374,Jermaine Dye\dyeje01,30,OAK,AL,137,590,532,87,141,29,4,23,80,4,2,49,128,.265,.329,.464,.793,105,247,16,4,0,5,4,*9/D
375,Damion Easley\easleda01,34,FLA,NL,98,257,223,26,53,20,1,9,43,4,1,24,36,.238,.331,.457,.788,106,102,6,8,0,2,1,436/59D
376,Adam Eaton\eatonad01,26,SDP,NL,38,76,64,9,13,7,0,0,8,2,0,6,16,.203,.282,.313,.594,61,20,1,1,5,0,0,1
377,David Eckstein\eckstda01,29,ANA,AL,142,637,566,92,156,24,1,2,35,16,5,42,49,.276,.339,.332,.671,79,188,11,13,14,2,1,*6/D
378,Jim Edmonds*\edmonji01,34,STL,NL,153,612,498,102,150,38,3,42,111,8,3,101,150,.301,.418,.643,1.061,171,320,4,5,0,8,12,*8/3D
379,Joey Eischen*\eischjo01,34,MON,NL,22,4,3,2,2,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,242,2,0,0,1,0,0,1
380,Scott Elarton\elartsc01,28,TOT,MLB,29,17,12,2,3,0,0,0,0,0,0,1,3,.250,.308,.250,.558,43,3,0,0,4,0,0,1
381,Scott Elarton\elartsc01,28,COL,NL,8,14,9,1,2,0,0,0,0,0,0,1,2,.222,.300,.222,.522,32,2,0,0,4,0,0,/1
382,Scott Elarton\elartsc01,28,CLE,AL,21,3,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,80,1,0,0,0,0,0,1
383,Cal Eldred\eldreca01,36,STL,NL,52,6,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,1,0,0,1
384,Jason Ellison\ellisja01,26,SFG,NL,13,4,4,4,2,0,0,1,3,2,0,0,1,.500,.500,1.250,1.750,331,5,0,0,0,0,0,/8
385,Alan Embree*\embreal01,34,BOS,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
386,Juan Encarnacion\encarju01,28,TOT,NL,135,532,484,63,114,30,2,16,62,5,4,38,86,.236,.299,.405,.704,84,196,11,7,1,2,2,*9/7
387,Juan Encarnacion\encarju01,28,LAD,NL,86,350,324,42,76,18,1,13,43,3,3,21,53,.235,.289,.417,.705,84,135,9,4,0,1,0,9/7
388,Juan Encarnacion\encarju01,28,FLA,NL,49,182,160,21,38,12,1,3,19,2,1,17,33,.238,.320,.381,.702,85,61,2,3,1,1,2,9
389,John Ennis\ennisjo01,24,DET,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
390,Morgan Ensberg\ensbemo01,28,HOU,NL,131,456,411,51,113,20,3,10,66,6,4,36,46,.275,.330,.411,.742,90,169,17,0,5,4,1,*5/6
391,Matt Erickson*\erickma01,28,MIL,NL,4,6,6,0,1,0,0,0,0,0,0,0,1,.167,.167,.167,.333,-13,1,0,0,0,0,0,/46
392,Scott Erickson\ericksc01,36,TOT,MLB,6,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
393,Scott Erickson\ericksc01,36,NYM,NL,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
394,Scott Erickson\ericksc01,36,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
395,Darin Erstad*\erstada01,30,ANA,AL,125,543,495,79,146,29,1,7,69,16,1,37,74,.295,.346,.400,.746,97,198,9,4,3,4,1,*3
396,Felix Escalona\escalfe01,25,NYY,AL,5,9,8,1,0,0,0,0,0,0,0,0,2,.000,.111,.000,.111,-67,0,0,1,0,0,0,/65
397,Alex Escobar\escobal01,25,CLE,AL,46,179,152,20,32,8,2,1,12,1,1,23,42,.211,.318,.309,.627,70,47,1,1,3,0,0,89/7D
398,Kelvim Escobar\escobke01,28,ANA,AL,33,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
399,Bobby Estalella\estalbo02,29,TOT,MLB,12,31,27,3,5,0,0,2,4,0,0,3,11,.185,.290,.407,.698,76,11,1,1,0,0,0,/2D
400,Bobby Estalella\estalbo02,29,ARI,NL,7,14,14,2,2,0,0,2,4,0,0,0,6,.143,.143,.571,.714,69,8,0,0,0,0,0,/2
401,Bobby Estalella\estalbo02,29,TOR,AL,5,17,13,1,3,0,0,0,0,0,0,3,5,.231,.412,.231,.643,72,3,1,1,0,0,0,/2D
402,Shawn Estes\estessh01,31,COL,NL,36,80,72,13,17,3,1,0,2,0,0,1,11,.236,.247,.306,.552,35,22,0,0,7,0,0,1
403,Johnny Estrada#\estrajo01,28,ATL,NL,134,517,462,56,145,36,0,9,76,0,0,39,66,.314,.378,.450,.828,113,208,18,11,1,4,7,*2
404,Leo Estrella\estrele01,29,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
405,Adam Everett\everead01,27,HOU,NL,104,435,384,66,105,15,2,8,31,13,2,17,56,.273,.317,.385,.703,80,148,4,9,22,3,0,6
406,Carl Everett#\evereca01,33,TOT,MLB,82,310,281,29,73,17,1,7,35,1,0,16,45,.260,.319,.402,.721,84,113,11,10,0,3,3,D79
407,Carl Everett#\evereca01,33,MON,NL,39,141,127,8,32,10,0,2,14,0,0,8,19,.252,.319,.378,.697,77,48,8,5,0,1,2,79/D
408,Carl Everett#\evereca01,33,CHW,AL,43,169,154,21,41,7,1,5,21,1,0,8,26,.266,.320,.422,.742,90,65,3,5,0,2,1,D/7
409,Scott Eyre*\eyresc01,32,SFG,NL,83,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
410,Brian Falkenborg\falkebr01,26,LAD,NL,6,3,2,1,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,-0,0,0,0,0,0,0,/1
411,Kyle Farnsworth\farnsky01,28,CHC,NL,72,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
412,Jeff Fassero*\fasseje01,41,TOT,NL,41,24,21,3,4,0,0,0,1,0,0,1,9,.190,.227,.190,.418,5,4,0,0,2,0,0,1
413,Jeff Fassero*\fasseje01,41,COL,NL,40,24,21,3,4,0,0,0,1,0,0,1,9,.190,.227,.190,.418,5,4,0,0,2,0,0,1
414,Jeff Fassero*\fasseje01,41,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
415,Pedro Feliciano*\felicpe01,27,NYM,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
416,Pedro Feliz\felizpe01,29,SFG,NL,144,531,503,72,139,33,3,22,84,5,2,23,85,.276,.305,.485,.790,100,244,18,0,0,5,1,356/79
417,Jared Fernandez\fernaja01,32,HOU,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
418,Mike Fetters\fettemi01,39,ARI,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
419,Robert Fick*\fickro01,30,TOT,MLB,89,253,226,14,45,5,2,6,26,0,0,22,36,.199,.277,.319,.595,58,72,2,3,0,2,2,D73/92
420,Robert Fick*\fickro01,30,TBD,AL,76,238,214,12,43,5,2,6,26,0,0,20,32,.201,.273,.327,.600,59,70,2,2,0,2,2,D73/92
421,Robert Fick*\fickro01,30,SDP,NL,13,15,12,2,2,0,0,0,0,0,0,2,4,.167,.333,.167,.500,42,2,0,1,0,0,0,/3
422,Nate Field\fieldna01,28,KCR,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
423,Chone Figgins#\figgich01,26,ANA,AL,148,638,577,83,171,22,17,5,60,34,13,49,94,.296,.350,.419,.770,103,242,6,0,10,2,0,5846/9D7
424,Nelson Figueroa#\figuene01,30,PIT,NL,10,7,7,0,1,0,0,0,1,0,0,0,2,.143,.143,.143,.286,-25,1,0,0,0,0,0,1
425,Jeremy Fikac\fikacje01,29,MON,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
426,Bob File\filebo01,27,TOR,AL,24,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
427,Steve Finley*\finlest01,39,TOT,NL,162,706,628,92,170,28,1,36,94,9,7,61,82,.271,.333,.490,.823,109,308,14,1,9,7,1,*8/D
428,Steve Finley*\finlest01,39,ARI,NL,104,456,404,61,111,16,1,23,48,8,4,40,52,.275,.338,.490,.828,107,198,9,1,6,5,1,8/D
429,Steve Finley*\finlest01,39,LAD,NL,58,250,224,31,59,12,0,13,46,1,3,21,30,.263,.324,.491,.815,112,110,5,0,3,2,0,8
430,John Flaherty\flahejo01,36,NYY,AL,47,135,127,11,32,9,0,6,16,0,2,5,25,.252,.286,.465,.750,93,59,5,1,2,0,2,2
431,Jose Flores\florejo01,31,LAD,NL,9,5,4,0,1,0,0,0,0,0,0,1,2,.250,.400,.250,.650,78,1,0,0,0,0,0,/45
432,Randy Flores*\florera01,28,STL,NL,9,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
433,Cliff Floyd*\floydcl01,31,NYM,NL,113,457,396,55,103,26,0,18,63,11,4,47,103,.260,.352,.462,.814,111,183,8,11,0,3,6,7/D
434,Gavin Floyd\floydga01,21,PHI,NL,6,10,10,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
435,Josh Fogg\foggjo01,27,PIT,NL,32,64,53,1,4,1,0,0,3,0,0,0,13,.075,.075,.094,.170,-56,5,0,0,11,0,0,1
436,Jesse Foppert\foppeje01,23,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
437,Ben Ford\fordbe01,28,MIL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
438,Lew Ford\fordle01,27,MIN,AL,154,658,569,89,170,31,4,15,72,20,2,67,75,.299,.381,.446,.827,114,254,15,13,2,7,3,*78D9
439,Brook Fordyce\fordybr01,34,TBD,AL,54,163,151,14,31,6,0,2,9,0,0,9,34,.205,.259,.285,.544,45,43,3,2,1,0,0,2/D
440,Bartolome Fortunato\fortuba01,29,TOT,MLB,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
441,Bartolome Fortunato\fortuba01,29,TBD,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
442,Bartolome Fortunato\fortuba01,29,NYM,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
443,Casey Fossum*\fossuca01,26,ARI,NL,29,46,42,3,4,0,0,0,0,0,0,1,16,.095,.116,.095,.212,-45,4,1,0,3,0,0,1
444,Keith Foulke\foulkke01,31,BOS,AL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
445,Andy Fox*\foxan01,33,TOT,MLB,46,56,55,4,5,0,0,1,1,0,0,1,19,.091,.107,.145,.253,-36,8,1,0,0,0,0,/4563D79
446,Andy Fox*\foxan01,33,MON,NL,34,43,43,2,4,0,0,1,1,0,0,0,16,.093,.093,.163,.256,-37,7,1,0,0,0,0,/6453
447,Andy Fox*\foxan01,33,TEX,AL,12,13,12,2,1,0,0,0,0,0,0,1,3,.083,.154,.083,.237,-37,1,0,0,0,0,0,/45D79
448,Chad Fox\foxch02,33,FLA,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
449,Jeff Francis*\francje01,23,COL,NL,7,14,10,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,4,0,0,/1
450,Frank Francisco\francfr01,24,TEX,AL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
451,John Franco*\francjo01,43,NYM,NL,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
452,Julio Franco\francju01,45,ATL,NL,125,361,320,37,99,18,3,6,57,4,2,36,68,.309,.378,.441,.818,111,141,10,1,1,3,4,3/D
453,Ryan Franklin\frankry01,31,SEA,AL,32,5,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-25,0,0,0,1,0,0,1
454,Wayne Franklin*\frankwa01,30,SFG,NL,43,5,3,2,1,0,0,0,2,0,0,1,0,.333,.400,.333,.733,93,1,0,0,0,1,0,1
455,Jason Frasor\frasoja01,26,TOR,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
456,Kevin Frederick*\fredeke01,27,TOR,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
457,Ryan Freel\freelry01,28,CIN,NL,143,592,505,74,140,21,8,3,28,37,10,67,88,.277,.375,.368,.743,97,186,7,12,8,0,0,59847
458,Choo Freeman\freemch01,24,COL,NL,45,105,90,15,17,3,2,1,11,1,1,14,21,.189,.298,.300,.598,48,27,5,0,1,0,1,8
459,Brian Fuentes*\fuentbr01,28,COL,NL,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
460,Brad Fullmer*\fullmbr01,29,TEX,AL,76,290,258,41,60,19,1,11,33,1,2,27,30,.233,.310,.442,.752,87,114,7,3,0,2,1,D/3
461,Aaron Fultz*\fultzaa01,30,MIN,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
462,Rafael Furcal#\furcara02,26,ATL,NL,143,632,563,103,157,24,5,14,59,29,6,58,71,.279,.344,.414,.758,95,233,9,1,5,5,4,*6/4
463,Eric Gagne\gagneer01,28,LAD,NL,70,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
464,Andres Galarraga\galaran01,43,ANA,AL,7,11,10,1,3,0,0,1,2,0,0,0,3,.300,.364,.600,.964,149,6,1,1,0,0,0,/D3
465,Mike Gallo*\gallomi01,27,HOU,NL,69,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
466,Daniel Garcia\garcida03,24,NYM,NL,58,174,138,23,32,7,1,3,17,3,0,22,34,.232,.371,.362,.733,93,50,1,9,4,1,2,4
467,Freddy Garcia\garcifr03,27,TOT,AL,31,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
468,Freddy Garcia\garcifr03,27,SEA,AL,15,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
469,Freddy Garcia\garcifr03,27,CHW,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
470,Jesse Garcia\garcije01,30,ATL,NL,50,118,115,14,29,4,1,1,10,1,2,1,16,.252,.265,.330,.595,53,38,2,1,1,0,0,64/5
471,Karim Garcia*\garcika01,28,TOT,MLB,85,275,258,33,59,7,2,10,33,3,0,14,50,.229,.265,.388,.653,68,100,7,0,0,3,1,98/3
472,Karim Garcia*\garcika01,28,NYM,NL,62,202,192,24,45,7,2,7,22,3,0,10,35,.234,.272,.401,.673,73,77,6,0,0,0,0,9
473,Karim Garcia*\garcika01,28,BAL,AL,23,73,66,9,14,0,0,3,11,0,0,4,15,.212,.247,.348,.595,54,23,1,0,0,3,1,8/93
474,Rosman Garcia\garciro01,25,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
475,Nomar Garciaparra\garcino01,30,TOT,MLB,81,354,321,52,99,21,3,9,41,4,1,24,30,.308,.365,.477,.842,113,153,10,6,1,2,2,6/D
476,Nomar Garciaparra\garcino01,30,BOS,AL,38,169,156,24,50,7,3,5,21,2,0,8,16,.321,.367,.500,.867,118,78,4,4,0,1,2,6/D
477,Nomar Garciaparra\garcino01,30,CHC,NL,43,185,165,28,49,14,0,4,20,2,1,16,14,.297,.364,.455,.819,109,75,6,2,1,1,0,6
478,Jon Garland\garlajo01,24,CHW,AL,34,5,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,30,1,0,0,1,0,0,1
479,Joey Gathright*\gathrjo01,23,TBD,AL,19,57,52,11,13,0,0,0,1,6,1,2,14,.250,.316,.250,.566,53,13,2,3,0,0,0,8/7D9
480,Chad Gaudin\gaudich01,21,TBD,AL,28,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
481,Geoff Geary\gearyge01,27,PHI,NL,33,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
482,Chris George*\georgch02,24,KCR,AL,10,3,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,-2,0,0,0,0,0,0,1
483,Esteban German\germaes01,26,OAK,AL,31,65,60,9,15,1,1,0,7,0,1,4,13,.250,.297,.300,.597,57,18,1,0,1,0,0,54/D
484,Franklyn German\germafr01,24,DET,AL,16,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
485,Justin Germano\germaju01,21,SDP,NL,7,8,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
486,Jody Gerut*\gerutjo01,26,CLE,AL,134,548,481,72,121,31,5,11,51,13,6,54,59,.252,.334,.405,.739,97,195,9,7,3,3,4,*98/7D
487,Byron Gettis\gettiby01,24,KCR,AL,21,49,39,7,7,1,1,0,1,0,1,8,14,.179,.327,.256,.583,55,10,0,1,0,1,1,79
488,Jason Giambi*\giambja01,33,NYY,AL,80,322,264,33,55,9,0,12,40,0,1,47,62,.208,.342,.379,.720,90,100,5,8,0,3,1,3D
489,Jay Gibbons*\gibboja01,27,BAL,AL,97,380,346,36,85,14,1,10,47,1,1,29,64,.246,.303,.379,.682,78,131,11,1,1,3,0,9D3
490,Geronimo Gil\gilge01,28,BAL,AL,12,35,32,1,9,2,0,0,4,0,0,3,5,.281,.343,.344,.687,82,11,0,0,0,0,1,2
491,Jerry Gil\gilje01,21,ARI,NL,29,88,86,3,15,2,1,0,8,2,0,0,33,.174,.182,.221,.403,2,19,2,1,0,1,0,6
492,Brian Giles*\gilesbr02,33,SDP,NL,159,711,609,97,173,33,7,23,94,10,3,89,80,.284,.374,.475,.849,128,289,12,4,0,9,6,*9
493,Marcus Giles\gilesma01,26,ATL,NL,102,434,379,61,118,22,2,8,48,17,4,36,70,.311,.378,.443,.821,111,168,6,9,3,7,0,4
494,Keith Ginter\ginteke01,28,MIL,NL,113,437,386,47,101,23,2,19,60,8,1,37,100,.262,.333,.479,.812,107,185,9,6,4,4,2,45/D9
495,Matt Ginter\gintema01,26,NYM,NL,15,19,14,1,3,1,0,0,1,0,0,2,5,.214,.313,.286,.598,58,4,0,0,3,0,0,1
496,Charles Gipson\gipsoch01,31,TBD,AL,5,5,4,1,2,0,0,0,0,1,0,0,1,.500,.500,.500,1.000,167,2,0,0,1,0,0,/86D7
497,Chris Gissell\gissech01,26,COL,NL,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
498,Doug Glanville\glanvdo01,33,PHI,NL,87,175,162,21,34,1,1,2,14,8,0,8,21,.210,.244,.265,.510,30,43,5,0,3,2,1,87
499,Troy Glaus\glaustr01,27,ANA,AL,58,242,207,47,52,11,1,18,42,2,3,31,52,.251,.355,.575,.930,140,119,6,3,0,1,3,D5
500,Tom Glavine*\glavito02,38,NYM,NL,35,72,54,5,11,2,0,0,8,0,0,10,10,.204,.328,.241,.569,52,13,2,0,8,0,0,1
501,Ross Gload*\gloadro01,28,CHW,AL,110,260,234,28,75,16,0,7,44,0,3,20,37,.321,.375,.479,.853,119,112,11,2,1,3,1,397D/8
502,Gary Glover\glovega01,27,MIL,NL,4,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
503,Ryan Glynn\glynnry01,29,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
504,Jimmy Gobble*\gobblji01,22,KCR,AL,25,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
505,Jonny Gomes\gomesjo01,23,TBD,AL,5,15,14,0,1,0,0,0,1,0,0,1,6,.071,.133,.071,.205,-43,1,0,0,0,0,0,/D
506,Alexis Gomez*\gomezal01,25,KCR,AL,13,31,29,1,8,1,0,0,4,0,0,2,8,.276,.323,.310,.633,66,9,1,0,0,0,0,/798D
507,Chris Gomez\gomezch02,33,TOR,AL,109,377,341,41,96,11,1,3,37,3,2,28,41,.282,.337,.346,.683,76,118,4,2,3,3,0,63/5D4
508,Adrian Gonzalez*\gonzaad01,22,TEX,AL,16,44,42,7,10,3,0,1,7,0,0,2,6,.238,.273,.381,.654,63,16,0,0,0,0,0,3/D
509,Alex Gonzalez\gonzaal01,31,TOT,NL,83,304,285,36,64,18,1,7,27,2,2,14,64,.225,.263,.368,.632,60,105,7,1,4,0,0,6
510,Alex Gonzalez\gonzaal01,31,CHC,NL,37,135,129,15,28,10,0,3,8,1,1,4,26,.217,.241,.364,.605,53,47,6,0,2,0,0,6
511,Alex Gonzalez\gonzaal02,27,FLA,NL,159,599,561,67,130,30,3,23,79,3,1,27,126,.232,.270,.419,.689,79,235,17,4,3,4,9,*6
512,Alex Gonzalez\gonzaal01,31,MON,NL,35,144,133,19,32,7,0,4,16,1,1,8,32,.241,.289,.383,.672,70,51,1,1,2,0,0,6
513,Alex Gonzalez\gonzaal01,31,SDP,NL,11,25,23,2,4,1,1,0,3,0,0,2,6,.174,.240,.304,.544,46,7,0,0,0,0,0,6
514,Dicky Gonzalez\gonzadi01,25,TBD,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
515,Edgar Gonzalez\gonzaed01,21,ARI,NL,10,15,13,0,2,0,0,0,0,0,0,0,2,.154,.214,.154,.368,-4,2,0,1,1,0,0,1
516,Geremi Gonzalez\gonzaje01,29,TBD,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
517,Juan Gonzalez\gonzaju03,34,KCR,AL,33,138,127,17,35,4,1,5,17,0,1,9,19,.276,.326,.441,.767,97,56,3,1,0,1,1,9/D
518,Luis Gonzalez*\gonzalu01,36,ARI,NL,105,451,379,69,98,28,5,17,48,2,2,68,58,.259,.373,.493,.866,118,187,9,2,0,2,11,7/D
519,Luis Gonzalez\gonzalu02,25,COL,NL,102,351,322,42,94,17,2,12,40,1,5,15,67,.292,.330,.469,.799,94,151,5,4,9,1,1,47596/D
520,Mike Gonzalez\gonzami02,26,PIT,NL,47,1,1,0,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,654,2,0,0,0,0,0,1
521,Raul Gonzalez\gonzara01,30,CLE,AL,7,11,11,0,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-51,1,0,0,0,0,0,/97
522,Andrew Good\goodan01,24,ARI,NL,17,6,5,0,0,0,0,0,1,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,1,0,1
523,Tom Goodwin*\goodwto01,35,CHC,NL,77,114,105,11,21,8,0,0,3,5,0,8,22,.200,.254,.276,.531,37,29,1,0,0,1,0,7/89
524,Tom Gordon\gordoto01,36,NYY,AL,80,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
525,Mike Gosling*\goslimi01,23,ARI,NL,6,8,6,0,0,0,0,0,0,0,0,1,4,.000,.143,.000,.143,-59,0,0,0,1,0,0,/1
526,Ruben Gotay#\gotayru01,21,KCR,AL,44,166,152,17,41,7,3,1,16,0,1,9,36,.270,.315,.375,.690,79,57,4,2,1,2,0,4
527,John Grabow*\grabojo02,25,PIT,NL,68,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
528,Jason Grabowski*\graboja01,28,LAD,NL,113,192,173,18,38,7,0,7,20,0,0,19,50,.220,.297,.382,.678,78,66,4,0,0,0,0,7/3D9
