Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
222,Deivi Cruz\cruzde01,29,SDP,548,1712,3.12,1166,68.4%,25.1%,13.6%,21.4%,39.8%,74.9%,1.5%,51.2%,81.8%,32.5%,3.6%,20,0,11.9%,65,32,6.0%,33,16,10,48,17.2%,0,0,0
223,Ivan Cruz*\cruziv01,34,STL,15,54,3.60,35,64.8%,11.4%,37.1%,20.0%,31.4%,88.6%,0.0%,57.4%,58.1%,26.7%,6.7%,1,0,20.0%,3,2,6.7%,1,0,0,3,0.0%,0,0,0
224,Jacob Cruz*\cruzja01,29,DET,107,432,4.04,259,60.0%,18.5%,17.0%,37.1%,27.4%,81.5%,0.0%,48.8%,79.1%,37.4%,5.6%,6,0,19.6%,21,8,14.0%,15,8,3,17,15.0%,0,0,0
225,Jose Cruz#\cruzjo02,28,TOR,523,1958,3.74,1167,59.7%,26.8%,16.6%,25.3%,31.3%,73.2%,0.4%,43.7%,77.3%,34.2%,4.6%,24,1,14.1%,74,35,10.9%,57,31,28,78,26.4%,0,0,0
226,Juan Cruz\cruzju02,23,CHC,16,40,2.50,34,85.0%,32.4%,11.8%,20.6%,35.3%,67.6%,0.0%,57.5%,82.6%,56.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,2,50.0%,0,0,0
227,Nelson Cruz\cruzne01,29,HOU,16,58,3.63,41,70.7%,34.1%,34.1%,14.6%,17.1%,65.9%,0.0%,46.6%,48.1%,31.3%,0.0%,0,0,12.5%,2,0,6.3%,1,0,0,8,0.0%,0,0,0
228,Michael Cuddyer\cuddymi01,23,MIN,123,479,3.89,300,62.6%,29.7%,16.7%,25.7%,28.0%,70.3%,0.0%,44.1%,76.3%,30.9%,1.6%,2,0,8.9%,11,6,8.9%,11,5,13,17,43.3%,0,0,0
229,Will Cunnane\cunnawi01,28,CHC,5,16,3.20,8,50.0%,0.0%,0.0%,50.0%,50.0%,100.0%,0.0%,50.0%,100.0%,40.0%,0.0%,0,0,0.0%,0,0,20.0%,1,1,0,0,,0,0,0
230,Jack Cust*\custja01,23,COL,78,350,4.49,204,58.3%,32.4%,21.6%,29.4%,16.7%,67.6%,0.0%,39.4%,68.1%,23.1%,6.4%,5,0,14.1%,11,5,5.1%,4,3,10,22,31.3%,0,0,0
231,Eric Cyr\cyrer01,23,SDP,1,9,9.00,7,77.8%,14.3%,28.6%,57.1%,0.0%,85.7%,0.0%,66.7%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
232,Jeff D'Amico\d'amije01,26,NYM,44,154,3.50,105,68.2%,41.0%,24.8%,15.2%,19.0%,59.0%,0.0%,40.3%,58.1%,27.3%,0.0%,0,0,9.1%,4,1,2.3%,1,0,11,11,50.0%,0,0,0
233,Omar Daal*\daalom01,30,LAD,48,149,3.10,108,73.0%,16.7%,11.1%,38.9%,33.3%,83.3%,2.4%,60.8%,86.7%,52.1%,0.0%,0,0,4.2%,2,2,2.1%,1,1,4,6,36.4%,0,0,0
234,Johnny Damon*\damonjo01,28,BOS,703,2724,3.87,1737,64.2%,27.9%,9.2%,30.6%,32.3%,72.1%,1.8%,46.3%,87.2%,17.5%,5.7%,40,0,15.6%,110,30,8.4%,59,18,26,44,37.1%,0,0,0
235,Vic Darensbourg*\darenvi01,31,FLA,2,3,1.50,2,66.7%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,66.7%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
236,Brian Daubach*\daubabr01,30,BOS,508,2071,4.08,1271,61.8%,27.1%,17.9%,29.7%,25.3%,72.9%,1.9%,45.1%,75.4%,29.3%,4.7%,24,5,15.0%,76,37,10.2%,52,33,36,90,28.6%,0,0,0
237,Jeff DaVanon#\davanje02,28,ANA,33,124,3.76,80,64.5%,36.3%,12.5%,20.0%,31.3%,63.8%,0.0%,41.1%,80.4%,27.3%,3.0%,1,0,18.2%,6,1,15.2%,5,3,2,4,33.3%,0,0,0
238,Ben Davis#\davisbe01,25,SEA,253,876,3.46,561,64.3%,20.1%,20.9%,27.8%,31.2%,79.9%,1.3%,51.4%,73.9%,39.1%,4.7%,12,0,13.0%,33,18,5.5%,14,10,14,44,24.1%,0,0,0
239,J.J. Davis\davisjj01,23,PIT,11,41,3.73,27,65.9%,18.5%,33.3%,25.9%,22.2%,81.5%,0.0%,53.7%,59.1%,27.3%,0.0%,0,0,9.1%,1,0,0.0%,0,0,1,3,25.0%,0,0,0
240,Travis Dawkins\dawkitr01,23,CIN,55,224,4.07,140,62.5%,26.4%,32.1%,21.4%,20.0%,73.6%,0.0%,46.0%,56.3%,34.5%,1.8%,1,0,14.5%,8,4,3.6%,2,1,6,15,28.6%,0,0,0
241,Zach Day\dayza01,24,MON,9,36,4.00,23,63.9%,39.1%,21.7%,21.7%,17.4%,60.9%,0.0%,38.9%,64.3%,22.2%,11.1%,1,0,11.1%,1,0,11.1%,1,0,0,4,0.0%,0,0,0
242,Valerio De Los Santos*\delosva01,29,MIL,5,15,3.00,9,60.0%,33.3%,33.3%,0.0%,33.3%,66.7%,0.0%,40.0%,50.0%,20.0%,0.0%,0,0,20.0%,1,0,0.0%,0,0,0,1,0.0%,0,0,0
243,Kory DeHaan*\dehaako01,25,SDP,11,41,3.73,30,73.2%,13.3%,40.0%,30.0%,16.7%,86.7%,0.0%,63.4%,53.8%,63.6%,0.0%,0,0,9.1%,1,1,0.0%,0,0,1,5,16.7%,0,0,0
244,Mike DeJean\dejeami01,31,MIL,1,4,4.00,3,75.0%,66.7%,33.3%,0.0%,0.0%,33.3%,0.0%,25.0%,0.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
245,Carlos Delgado*\delgaca01,30,TOR,628,2487,3.96,1390,57.4%,28.0%,17.8%,26.4%,27.8%,72.0%,6.0%,41.3%,75.3%,33.0%,9.1%,57,1,19.1%,120,45,14.8%,93,42,38,88,30.2%,0,0,0
246,Wilson Delgado#\delgawi01,29,STL,21,91,4.33,57,62.6%,14.0%,28.1%,31.6%,26.3%,86.0%,0.0%,53.8%,67.3%,38.1%,0.0%,0,0,19.0%,4,4,0.0%,0,0,1,5,16.7%,0,0,0
247,David Dellucci*\delluda01,28,ARI,262,1023,3.90,595,59.3%,30.4%,17.0%,22.9%,29.7%,69.6%,4.7%,41.3%,75.6%,21.4%,5.7%,15,2,17.6%,46,19,11.8%,31,15,15,40,27.3%,0,0,0
248,Ryan Dempster\dempsry01,25,TOT,75,229,3.05,177,77.3%,17.5%,18.6%,33.9%,29.9%,82.5%,0.0%,63.8%,77.4%,66.7%,0.0%,0,0,1.3%,1,0,2.7%,2,0,5,13,25.0%,0,0,0
249,Ryan Dempster\dempsry01,25,FLA,40,129,3.23,101,78.3%,12.9%,20.8%,39.6%,26.7%,87.1%,0.0%,68.2%,76.1%,70.0%,0.0%,0,0,0.0%,0,0,2.5%,1,0,2,8,16.7%,0,0,0
250,Ryan Dempster\dempsry01,25,CIN,35,100,2.86,76,76.0%,23.7%,15.8%,26.3%,34.2%,76.3%,0.0%,58.0%,79.3%,62.9%,0.0%,0,0,2.9%,1,0,2.9%,1,0,3,5,37.5%,0,0,0
251,Mark DeRosa\derosma01,27,ATL,232,789,3.40,511,65.3%,26.6%,11.0%,24.7%,37.8%,73.4%,2.2%,47.9%,85.1%,31.5%,3.0%,7,1,13.4%,31,18,6.5%,15,5,11,13,45.8%,0,0,0
252,Delino DeShields*\deshide01,33,CHC,174,684,3.93,399,59.0%,34.1%,14.3%,22.8%,28.8%,65.9%,2.8%,38.9%,78.3%,25.9%,8.6%,15,0,19.5%,34,10,12.1%,21,10,10,28,26.3%,0,0,0
253,Elmer Dessens\desseel01,31,CIN,57,196,3.44,132,67.3%,28.0%,10.6%,28.8%,32.6%,72.0%,0.0%,48.5%,85.3%,38.6%,0.0%,0,0,3.5%,2,1,8.8%,5,1,4,6,36.4%,0,0,0
254,Einar Diaz\diazei01,29,CLE,353,1265,3.58,806,63.9%,28.7%,7.3%,26.7%,37.3%,71.3%,0.9%,45.6%,89.7%,23.5%,7.1%,25,0,14.4%,51,9,8.5%,30,21,5,22,18.5%,0,0,0
255,Juan Diaz\diazju01,28,BOS,8,34,4.25,22,64.7%,4.5%,31.8%,40.9%,22.7%,95.5%,0.0%,61.8%,66.7%,37.5%,0.0%,0,0,0.0%,0,0,12.5%,1,1,0,2,0.0%,0,0,0
256,Mike Difelice\difelmi01,33,STL,198,764,3.86,514,68.2%,22.2%,18.9%,32.3%,26.7%,77.8%,4.0%,53.1%,75.8%,39.4%,5.1%,10,0,9.6%,19,7,7.1%,14,8,9,33,21.4%,0,0,0
257,Ben Diggins\diggibe01,23,MIL,8,25,3.13,18,72.0%,16.7%,27.8%,16.7%,38.9%,83.3%,0.0%,60.0%,66.7%,37.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
258,Chris Donnels*\donnech01,36,ARI,93,353,3.80,218,62.5%,27.1%,14.2%,27.1%,31.7%,72.9%,3.0%,45.6%,80.5%,29.0%,6.5%,6,0,18.3%,17,7,7.5%,7,5,5,9,35.7%,0,0,0
259,Octavio Dotel\doteloc01,28,HOU,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
260,Ryan Drese\dresery01,26,CLE,5,19,3.80,13,68.4%,7.7%,23.1%,38.5%,30.8%,92.3%,0.0%,63.2%,75.0%,100.0%,0.0%,0,0,0.0%,0,0,20.0%,1,1,0,0,,0,0,0
261,J.D. Drew*\drewj.01,26,STL,497,1903,3.83,1130,59.9%,29.6%,15.8%,25.7%,28.9%,70.4%,1.9%,42.1%,77.6%,31.8%,7.0%,35,0,18.5%,92,21,11.3%,56,21,24,80,23.1%,0,0,0
262,Tim Drew\drewti01,23,MON,4,14,3.50,12,85.7%,25.0%,58.3%,16.7%,0.0%,75.0%,0.0%,64.3%,22.2%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,4,0.0%,0,0,0
263,Travis Driskill\drisktr01,30,BAL,4,18,4.50,12,66.7%,33.3%,25.0%,41.7%,0.0%,66.7%,0.0%,44.4%,62.5%,25.0%,25.0%,1,0,25.0%,1,0,25.0%,1,0,1,2,33.3%,0,0,0
264,Brandon Duckworth\duckwbr01,26,PHI,59,232,3.93,156,67.2%,37.2%,7.1%,28.2%,27.6%,62.8%,0.0%,42.2%,88.8%,16.9%,6.8%,4,0,16.9%,10,0,10.2%,6,1,4,6,36.4%,0,0,0
265,Adam Dunn*\dunnad01,22,CIN,679,2946,4.34,1607,55.5%,31.7%,18.7%,26.6%,23.0%,68.3%,3.7%,37.9%,72.7%,22.2%,9.9%,67,11,22.5%,153,52,13.5%,92,41,59,111,34.7%,0,0,0
266,Shawon Dunston\dunstsh01,39,SFG,154,542,3.52,378,69.7%,20.6%,18.0%,30.7%,30.7%,79.4%,0.0%,55.4%,77.3%,30.5%,2.6%,4,0,9.7%,15,6,5.2%,8,4,5,28,15.2%,0,0,0
267,Todd Dunwoody*\dunwoto01,27,CLE,7,23,3.29,15,65.2%,6.7%,33.3%,33.3%,26.7%,93.3%,0.0%,60.9%,64.3%,57.1%,0.0%,0,0,14.3%,1,1,0.0%,0,0,0,3,0.0%,0,0,0
268,Erubiel Durazo*\durazer01,28,ARI,276,1129,4.09,644,57.4%,28.4%,18.5%,27.5%,25.6%,71.6%,1.6%,41.1%,74.2%,25.4%,6.2%,17,1,17.8%,49,11,15.2%,42,11,15,45,25.0%,0,0,0
269,Ray Durham#\durhara01,30,TOT,661,2684,4.06,1596,59.6%,34.3%,9.2%,26.1%,30.5%,65.7%,0.4%,39.1%,86.0%,18.6%,5.0%,33,0,17.1%,113,36,13.6%,90,41,31,62,33.3%,0,0,0
270,Ray Durham#\durhara01,30,CHW,413,1668,4.04,988,59.2%,34.6%,10.2%,25.0%,30.2%,65.4%,0.0%,38.7%,84.4%,20.6%,4.6%,19,0,16.0%,66,23,13.6%,56,24,22,37,37.3%,0,0,0
271,Ray Durham#\durhara01,30,OAK,248,1016,4.10,608,60.1%,33.7%,7.6%,27.8%,30.9%,66.3%,1.0%,39.8%,88.6%,15.3%,5.6%,14,0,19.0%,47,13,13.7%,34,17,9,25,26.5%,0,0,0
272,Jayson Durocher\durocja01,27,MIL,2,6,3.00,6,100.0%,33.3%,50.0%,0.0%,16.7%,66.7%,,66.7%,25.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
273,Jermaine Dye\dyeje01,28,OAK,558,2309,4.14,1419,61.7%,35.4%,12.6%,24.8%,27.1%,64.6%,0.9%,39.8%,80.5%,14.0%,6.6%,37,1,19.4%,108,35,10.2%,57,36,29,79,26.9%,0,0,0
274,Damion Easley\easleda01,32,DET,346,1222,3.53,782,64.6%,27.6%,13.7%,24.8%,33.9%,72.4%,2.7%,46.8%,81.1%,34.4%,4.0%,14,0,9.8%,34,12,5.8%,20,9,14,29,32.6%,0,0,0
275,Adam Eaton\eatonad01,24,SDP,10,40,4.00,23,57.5%,30.4%,13.0%,34.8%,21.7%,69.6%,0.0%,40.0%,81.3%,20.0%,0.0%,0,0,10.0%,1,0,10.0%,1,0,4,0,100.0%,0,0,0
276,Angel Echevarria\echevan01,31,CHC,111,408,3.68,258,63.2%,21.7%,19.4%,26.0%,32.9%,78.3%,0.0%,49.5%,75.2%,27.0%,4.5%,5,1,18.0%,20,13,11.7%,13,8,2,15,11.8%,0,0,0
277,David Eckstein\eckstda01,27,ANA,708,2604,3.68,1695,65.1%,36.0%,4.9%,24.5%,34.6%,64.0%,0.0%,41.7%,92.4%,13.8%,5.2%,37,0,13.8%,98,19,8.8%,62,18,10,34,22.7%,0,0,0
278,Jim Edmonds*\edmonji01,32,STL,576,2341,4.06,1390,60.6%,27.8%,19.5%,27.6%,25.0%,72.2%,5.2%,43.8%,73.0%,31.3%,7.8%,45,2,18.1%,104,37,12.5%,72,31,32,102,23.9%,0,0,0
279,Joey Eischen*\eischjo01,32,MON,9,29,3.22,24,82.8%,12.5%,29.2%,37.5%,20.8%,87.5%,0.0%,72.4%,66.7%,77.8%,0.0%,0,0,0.0%,0,0,11.1%,1,1,1,2,33.3%,0,0,0
280,Mark Ellis\ellisma01,25,OAK,405,1635,4.04,1043,63.9%,36.6%,7.9%,26.6%,29.0%,63.4%,0.7%,40.5%,87.6%,15.3%,2.7%,11,0,13.1%,53,19,8.4%,34,10,22,32,40.7%,0,0,0
281,Juan Encarnacion\encarju01,26,TOT,644,2288,3.55,1486,64.9%,21.9%,17.5%,28.2%,32.4%,78.1%,0.0%,50.7%,77.6%,33.5%,4.8%,31,2,14.1%,91,43,6.1%,39,22,20,93,17.7%,0,0,0
282,Juan Encarnacion\encarju01,26,CIN,354,1281,3.62,818,63.9%,23.0%,16.3%,28.5%,32.3%,77.0%,0.0%,49.2%,78.9%,32.8%,6.5%,23,2,16.4%,58,21,6.8%,24,15,13,50,20.6%,0,0,0
283,Juan Encarnacion\encarju01,26,FLA,290,1007,3.47,668,66.3%,20.7%,19.0%,27.8%,32.5%,79.3%,0.0%,52.6%,76.0%,34.5%,2.8%,8,0,11.4%,33,22,5.2%,15,7,7,43,14.0%,0,0,0
284,Mario Encarnacion\encarma01,26,CHC,9,37,4.11,25,67.6%,24.0%,24.0%,36.0%,16.0%,76.0%,0.0%,51.4%,68.4%,66.7%,0.0%,0,0,0.0%,0,0,11.1%,1,1,1,2,33.3%,0,0,0
285,John Ennis\ennisjo01,22,ATL,1,4,4.00,3,75.0%,33.3%,33.3%,0.0%,33.3%,66.7%,0.0%,50.0%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
286,Morgan Ensberg\ensbemo01,26,HOU,153,592,3.87,346,58.4%,32.7%,10.4%,26.0%,30.9%,67.3%,0.0%,39.4%,84.5%,30.7%,7.2%,11,2,15.7%,24,9,11.8%,18,7,11,14,44.0%,0,0,0
287,Scott Erickson\ericksc01,34,BAL,4,15,3.75,12,80.0%,33.3%,16.7%,33.3%,16.7%,66.7%,0.0%,53.3%,75.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
288,Darin Erstad*\erstada01,28,ANA,664,2280,3.43,1534,67.7%,28.6%,9.2%,25.3%,37.0%,71.4%,2.0%,48.4%,87.1%,20.3%,4.7%,31,1,13.3%,88,30,6.6%,44,29,8,59,11.9%,0,0,0
289,Felix Escalona\escalfe01,23,TBD,171,583,3.41,413,70.8%,23.2%,20.1%,28.3%,28.3%,76.8%,0.0%,54.4%,73.8%,33.9%,1.8%,3,0,8.8%,15,9,4.1%,7,6,11,33,25.0%,0,0,0
290,Bobby Estalella\estalbo02,27,COL,130,488,3.75,297,60.9%,16.8%,27.3%,27.9%,27.9%,83.2%,0.0%,50.6%,67.2%,42.3%,4.6%,6,0,13.8%,18,11,10.0%,13,10,8,25,24.2%,0,0,0
291,Shawn Estes\estessh01,29,TOT,50,184,3.68,137,74.5%,36.5%,16.1%,23.4%,24.1%,63.5%,0.0%,47.3%,74.7%,34.0%,0.0%,0,0,8.0%,4,0,4.0%,2,0,9,8,52.9%,0,0,0
292,Shawn Estes\estessh01,29,NYM,40,143,3.58,105,73.4%,38.1%,17.1%,20.0%,24.8%,61.9%,0.0%,45.5%,72.3%,30.0%,0.0%,0,0,7.5%,3,0,0.0%,0,0,8,6,57.1%,0,0,0
293,Shawn Estes\estessh01,29,CIN,10,41,4.10,32,78.0%,31.3%,12.5%,34.4%,21.9%,68.8%,0.0%,53.7%,81.8%,50.0%,0.0%,0,0,10.0%,1,0,20.0%,2,0,1,2,33.3%,0,0,0
294,Johnny Estrada#\estrajo01,26,PHI,19,73,3.84,45,62.5%,28.9%,6.7%,31.1%,33.3%,71.1%,3.6%,44.4%,90.6%,5.3%,10.5%,2,0,21.1%,4,1,0.0%,0,0,1,1,50.0%,0,0,0
295,Adam Everett\everead01,25,HOU,103,393,3.82,241,61.5%,31.1%,18.3%,21.2%,29.5%,68.9%,0.7%,42.3%,73.5%,22.3%,5.8%,6,0,10.7%,11,1,5.8%,6,2,2,17,10.5%,0,0,0
296,Carl Everett#\evereca01,31,TEX,418,1654,3.96,1049,64.0%,19.4%,20.2%,31.6%,28.8%,80.6%,2.6%,51.6%,74.9%,40.4%,4.8%,20,2,14.8%,62,28,8.6%,36,27,12,65,15.6%,0,0,0
297,Jorge Fabregas*\fabrejo01,32,TOT,170,545,3.21,333,61.2%,29.4%,7.8%,18.3%,44.4%,70.6%,0.5%,43.2%,88.9%,27.6%,4.7%,8,0,15.3%,26,14,5.9%,10,9,5,8,38.5%,0,0,0
298,Jorge Fabregas*\fabrejo01,32,ANA,97,286,2.95,169,59.3%,27.2%,7.7%,15.4%,49.7%,72.8%,0.9%,43.2%,89.4%,29.9%,7.2%,7,0,17.5%,17,8,5.2%,5,5,0,6,0.0%,0,0,0
299,Jorge Fabregas*\fabrejo01,32,MIL,73,259,3.55,164,63.3%,31.7%,7.9%,21.3%,39.0%,68.3%,0.0%,43.2%,88.4%,24.7%,1.4%,1,0,12.3%,9,6,6.8%,5,4,5,2,71.4%,0,0,0
300,Kyle Farnsworth\farnsky01,26,CHC,2,11,5.50,7,63.6%,14.3%,42.9%,14.3%,28.6%,85.7%,0.0%,54.5%,50.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
301,Sal Fasano\fasansa01,30,ANA,1,4,4.00,3,75.0%,0.0%,66.7%,33.3%,0.0%,100.0%,0.0%,75.0%,33.3%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
302,Jeff Fassero*\fasseje01,39,TOT,3,10,3.33,8,80.0%,12.5%,75.0%,0.0%,12.5%,87.5%,0.0%,70.0%,14.3%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
303,Jeff Fassero*\fasseje01,39,CHC,3,10,3.33,8,80.0%,12.5%,75.0%,0.0%,12.5%,87.5%,0.0%,70.0%,14.3%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
304,Carlos Febles\febleca01,26,KCR,404,1552,3.84,969,62.4%,30.9%,10.4%,28.5%,30.2%,69.1%,0.0%,43.2%,84.9%,25.0%,5.9%,24,2,13.9%,56,17,8.9%,36,17,29,34,46.0%,0,0,0
305,Pedro Feliz\felizpe01,27,SFG,153,506,3.31,348,69.3%,21.6%,14.4%,29.6%,34.5%,78.4%,2.5%,54.4%,81.7%,49.0%,2.0%,3,0,10.5%,16,11,5.2%,8,4,10,17,37.0%,0,0,0
306,Jared Fernandez\fernaja01,30,CIN,13,44,3.38,30,68.2%,13.3%,50.0%,20.0%,16.7%,86.7%,0.0%,59.1%,42.3%,69.2%,0.0%,0,0,7.7%,1,1,0.0%,0,0,0,7,0.0%,0,0,0
307,Robert Fick*\fickro01,28,DET,615,2420,3.93,1483,61.7%,30.9%,10.0%,27.3%,31.8%,69.1%,1.7%,42.6%,85.5%,22.4%,6.7%,41,1,20.0%,123,53,11.9%,73,53,26,64,28.9%,0,0,0
308,Chone Figgins#\figgich01,24,ANA,12,52,4.33,33,63.5%,36.4%,18.2%,24.2%,21.2%,63.6%,0.0%,40.4%,71.4%,16.7%,0.0%,0,0,8.3%,1,0,16.7%,2,2,1,4,20.0%,0,0,0
309,Nelson Figueroa#\figuene01,28,MIL,20,74,3.70,56,75.7%,26.8%,21.4%,28.6%,23.2%,73.2%,0.0%,55.4%,70.7%,30.0%,5.0%,1,0,5.0%,1,0,5.0%,1,0,1,5,16.7%,0,0,0
310,Jeremy Fikac\fikacje01,27,SDP,2,5,2.50,5,100.0%,0.0%,20.0%,60.0%,20.0%,100.0%,,100.0%,80.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
311,Chuck Finley*\finlech01,39,TOT,37,122,3.30,89,73.0%,19.1%,31.5%,23.6%,25.8%,80.9%,0.0%,59.0%,61.1%,35.1%,2.7%,1,0,13.5%,5,2,5.4%,2,1,0,13,0.0%,0,0,0
312,Chuck Finley*\finlech01,39,CLE,4,14,3.50,11,78.6%,18.2%,18.2%,45.5%,18.2%,81.8%,0.0%,64.3%,77.8%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
313,Chuck Finley*\finlech01,39,STL,33,108,3.27,78,72.2%,19.2%,33.3%,20.5%,26.9%,80.8%,0.0%,58.3%,58.7%,36.4%,3.0%,1,0,15.2%,5,2,6.1%,2,1,0,11,0.0%,0,0,0
314,Steve Finley*\finlest01,37,ARI,580,2195,3.78,1309,60.3%,32.7%,12.1%,21.9%,33.3%,67.3%,2.8%,40.6%,82.1%,16.2%,6.9%,40,6,18.3%,106,37,12.2%,71,29,13,60,17.8%,0,0,0
315,Tony Fiore\fioreto01,30,MIN,3,6,2.00,5,83.3%,20.0%,40.0%,0.0%,40.0%,80.0%,0.0%,66.7%,50.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
316,John Flaherty\flahejo01,34,TBD,303,1078,3.56,698,64.7%,24.8%,14.6%,26.6%,34.0%,75.2%,0.0%,48.7%,80.6%,33.7%,3.6%,11,2,10.6%,32,17,5.9%,18,13,11,39,22.0%,0,0,0
317,Darrin Fletcher*\fletcda01,35,TOR,135,466,3.45,312,67.0%,28.5%,7.7%,26.0%,37.8%,71.5%,0.0%,47.9%,89.2%,30.4%,2.2%,3,0,9.6%,13,7,5.2%,7,6,4,9,30.8%,0,0,0
318,Jose Flores\florejo01,29,OAK,5,18,3.60,10,55.6%,40.0%,20.0%,10.0%,30.0%,60.0%,0.0%,33.3%,66.7%,20.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
319,Randy Flores*\florera01,26,TOT,4,16,4.00,13,81.3%,23.1%,30.8%,38.5%,7.7%,76.9%,0.0%,62.5%,60.0%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0
320,Randy Flores*\florera01,26,COL,4,16,4.00,13,81.3%,23.1%,30.8%,38.5%,7.7%,76.9%,0.0%,62.5%,60.0%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0
321,Cliff Floyd*\floydcl01,29,TOT,613,2239,3.65,1362,62.5%,16.3%,21.6%,31.5%,30.6%,83.7%,7.0%,52.3%,74.2%,39.5%,6.9%,42,1,17.1%,105,48,6.7%,41,21,13,93,12.3%,0,0,0
322,Cliff Floyd*\floydcl01,29,TOT,423,1589,3.76,942,61.6%,16.2%,23.0%,31.8%,28.9%,83.8%,9.4%,51.6%,72.5%,39.7%,9.0%,38,1,18.2%,77,26,7.1%,30,16,9,69,11.5%,0,0,0
323,Cliff Floyd*\floydcl01,29,FLA,364,1386,3.81,807,60.8%,15.7%,23.8%,32.1%,28.4%,84.3%,10.2%,51.2%,71.8%,40.7%,10.2%,37,1,20.1%,73,24,8.0%,29,15,7,61,10.3%,0,0,0
324,Cliff Floyd*\floydcl01,29,MON,59,203,3.44,135,67.2%,19.3%,18.5%,30.4%,31.9%,80.7%,2.9%,54.2%,77.1%,33.9%,1.7%,1,0,6.8%,4,2,1.7%,1,1,2,8,20.0%,0,0,0
325,Cliff Floyd*\floydcl01,29,BOS,190,650,3.42,420,64.6%,16.4%,18.3%,30.7%,34.5%,83.6%,0.0%,54.0%,78.1%,38.9%,2.1%,4,0,14.7%,28,22,5.8%,11,5,4,24,14.3%,0,0,0
326,Josh Fogg\foggjo01,25,PIT,62,216,3.48,159,73.6%,39.0%,15.7%,21.4%,23.9%,61.0%,0.0%,44.9%,74.2%,19.4%,0.0%,0,0,1.6%,1,0,3.2%,2,1,4,18,18.2%,0,0,0
327,Brook Fordyce\fordybr01,32,BAL,147,504,3.43,333,66.1%,26.7%,10.2%,28.8%,34.2%,73.3%,0.0%,48.4%,86.1%,29.9%,3.4%,5,0,10.2%,15,9,7.5%,11,4,5,14,26.3%,0,0,0
328,Keith Foulke\foulkke01,29,CHW,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
329,Andy Fox*\foxan01,31,FLA,502,1885,3.75,1160,62.2%,28.0%,14.4%,27.5%,30.1%,72.0%,2.9%,44.8%,80.0%,28.7%,5.2%,26,2,13.3%,67,22,9.0%,45,17,23,71,24.5%,0,0,0
330,Julio Franco\francju01,43,ATL,386,1544,4.00,960,62.7%,26.0%,14.2%,31.9%,27.9%,74.0%,2.1%,46.3%,80.8%,25.6%,3.4%,13,0,14.0%,54,24,6.7%,26,12,22,53,29.3%,0,0,0
331,Matt Franco*\francma01,32,ATL,233,893,3.83,502,56.7%,28.1%,10.0%,27.1%,34.9%,71.9%,2.0%,40.8%,86.1%,23.6%,6.4%,15,0,21.9%,51,26,11.2%,26,16,12,19,38.7%,0,0,0
332,Wayne Franklin*\frankwa01,28,MIL,8,34,4.25,21,61.8%,42.9%,14.3%,28.6%,14.3%,57.1%,0.0%,35.3%,75.0%,25.0%,25.0%,2,0,25.0%,2,0,12.5%,1,0,1,2,33.3%,0,0,0
