Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
222,Michael Cuddyer\cuddymi01,26,MIN,471,1791,3.80,1144,64.4%,31.6%,15.5%,23.9%,29.1%,68.4%,2.3%,44.1%,77.4%,26.5%,4.9%,23,0,13.8%,65,15,9.1%,43,17,30,63,32.3%,0,0,0
223,Midre Cummings*\cummimi01,33,BAL,2,5,2.50,4,80.0%,25.0%,50.0%,0.0%,25.0%,75.0%,0.0%,60.0%,33.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
224,Brian Dallimore\dallibr01,31,SFG,7,16,2.29,12,75.0%,33.3%,0.0%,8.3%,58.3%,66.7%,0.0%,50.0%,100.0%,28.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
225,Johnny Damon*\damonjo01,31,BOS,688,2552,3.71,1645,64.7%,25.3%,8.9%,31.4%,34.3%,74.7%,1.1%,48.3%,88.0%,24.9%,5.4%,37,0,13.7%,94,37,7.7%,53,21,18,51,26.1%,0,0,0
226,Brian Daubach*\daubabr01,33,NYM,34,129,3.79,71,56.8%,25.4%,11.3%,33.8%,29.6%,74.6%,6.9%,42.4%,84.9%,26.5%,11.8%,4,0,35.3%,12,4,11.8%,4,0,1,4,20.0%,0,0,0
227,Jeff DaVanon#\davanje02,31,LAA,271,1100,4.06,628,57.3%,31.7%,10.2%,28.5%,29.6%,68.3%,0.8%,39.1%,85.1%,28.8%,7.4%,20,3,18.8%,51,17,16.2%,44,17,22,22,50.0%,0,0,0
228,Kyle Davies\davieky01,21,ATL,28,83,2.96,56,67.5%,28.6%,8.9%,21.4%,41.1%,71.4%,0.0%,48.2%,87.5%,39.3%,3.6%,1,0,10.7%,3,0,7.1%,2,1,0,3,0.0%,0,0,0
229,Doug Davis\davisdo02,29,MIL,76,263,3.46,207,78.7%,29.0%,25.1%,26.1%,19.8%,71.0%,0.0%,55.9%,64.6%,31.6%,0.0%,0,0,5.3%,4,1,0.0%,0,0,4,25,11.8%,0,0,0
230,J.J. Davis\davisjj01,26,WSN,28,107,3.82,69,64.5%,14.5%,30.4%,27.5%,27.5%,85.5%,0.0%,55.1%,64.4%,28.6%,0.0%,0,0,10.7%,3,3,3.6%,1,0,2,5,28.6%,0,0,0
231,Jason Davis\davisja02,25,CLE,3,10,3.33,9,90.0%,22.2%,66.7%,0.0%,11.1%,77.8%,0.0%,70.0%,14.3%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
232,Zach Day\dayza01,27,TOT,12,42,3.50,31,73.8%,32.3%,12.9%,25.8%,29.0%,67.7%,0.0%,50.0%,81.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,1,66.7%,0,0,0
233,Zach Day\dayza01,27,WSN,9,33,3.67,25,75.8%,40.0%,12.0%,24.0%,24.0%,60.0%,0.0%,45.5%,80.0%,22.2%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,1,66.7%,0,0,0
234,Zach Day\dayza01,27,COL,3,9,3.00,6,66.7%,0.0%,16.7%,33.3%,50.0%,100.0%,0.0%,66.7%,83.3%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
235,David DeJesus*\dejesda01,25,KCR,524,1981,3.78,1231,62.2%,37.3%,7.5%,23.1%,32.2%,62.7%,0.3%,39.0%,88.1%,18.3%,4.2%,22,0,13.2%,69,13,6.7%,35,18,34,42,44.7%,0,0,0
236,Carlos Delgado*\delgaca01,33,FLA,617,2376,3.85,1415,61.5%,22.4%,21.6%,27.3%,28.7%,77.6%,8.0%,47.8%,72.1%,31.4%,7.8%,48,11,19.6%,121,47,10.5%,65,39,27,94,22.3%,0,0,0
237,David Dellucci*\delluda01,31,TEX,518,2187,4.22,1280,58.5%,33.9%,17.6%,23.8%,24.7%,66.1%,0.0%,38.7%,73.4%,21.6%,5.8%,30,4,14.7%,76,24,15.4%,80,46,35,86,28.9%,0,0,0
238,Ryan Dempster\dempsry01,28,CHC,14,46,3.29,38,82.6%,34.2%,26.3%,15.8%,23.7%,65.8%,0.0%,54.3%,60.0%,21.4%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,20.0%,0,0,0
239,Chris Denorfia\denorch01,24,CIN,44,169,3.84,96,56.8%,30.2%,13.5%,26.0%,30.2%,69.8%,0.0%,39.6%,80.6%,27.3%,6.8%,3,0,18.2%,8,4,6.8%,3,1,2,7,22.2%,0,0,0
240,Mark DeRosa\derosma01,30,TEX,166,651,3.92,396,60.8%,29.3%,15.9%,26.3%,28.5%,70.7%,0.0%,43.0%,77.5%,18.7%,6.0%,10,0,18.1%,30,14,10.2%,17,12,11,24,31.4%,0,0,0
241,Elmer Dessens\desseel01,34,LAD,10,41,4.10,32,78.0%,40.6%,15.6%,31.3%,12.5%,59.4%,0.0%,46.3%,73.7%,30.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,4,33.3%,0,0,0
242,Joey Devine\devinjo01,21,ATL,1,5,5.00,3,60.0%,33.3%,33.3%,33.3%,0.0%,66.7%,0.0%,40.0%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
243,Einar Diaz\diazei01,32,STL,139,447,3.22,307,68.7%,28.3%,8.8%,23.8%,39.1%,71.7%,0.0%,49.2%,87.7%,24.5%,2.9%,4,0,12.2%,17,9,4.3%,6,3,2,10,16.7%,0,0,0
244,Matt Diaz\diazma02,27,KCR,97,319,3.29,227,71.2%,19.4%,16.7%,30.4%,33.5%,80.6%,0.0%,57.4%,79.2%,49.5%,2.1%,2,0,11.3%,11,6,3.1%,3,2,3,12,20.0%,0,0,0
245,Victor Diaz\diazvi01,23,NYM,315,1156,3.67,745,65.8%,18.7%,25.1%,29.4%,26.8%,81.3%,5.8%,53.5%,69.1%,44.8%,6.0%,19,1,14.3%,45,15,5.7%,18,12,14,68,17.1%,0,0,0
246,Mike Difelice\difelmi01,36,NYM,19,75,3.95,48,64.0%,20.8%,16.7%,37.5%,25.0%,79.2%,0.0%,50.7%,78.9%,52.6%,0.0%,0,0,0.0%,0,0,5.3%,1,0,2,3,40.0%,0,0,0
247,Joe Dillon\dillojo02,29,FLA,39,177,4.54,116,65.5%,27.6%,15.5%,31.9%,25.0%,72.4%,0.0%,47.5%,78.6%,30.8%,2.6%,1,0,10.3%,4,1,5.1%,2,1,3,5,37.5%,0,0,0
248,Greg Dobbs*\dobbsgr01,26,SEA,154,588,3.82,382,66.3%,19.6%,11.3%,37.7%,31.4%,80.4%,5.8%,53.3%,86.0%,27.9%,4.5%,7,0,13.6%,21,12,7.8%,12,12,6,19,24.0%,0,0,0
249,Scott Dohmann\dohmasc01,27,COL,1,7,7.00,5,71.4%,20.0%,0.0%,60.0%,20.0%,80.0%,0.0%,57.1%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
250,Andy Dominique\dominan01,29,TOR,3,8,2.67,6,75.0%,16.7%,0.0%,50.0%,33.3%,83.3%,0.0%,62.5%,100.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
251,Brendan Donnelly\donnebr01,33,LAA,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
252,Sean Douglass\douglse01,26,DET,2,4,2.00,3,75.0%,33.3%,0.0%,0.0%,66.7%,66.7%,0.0%,50.0%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
253,Ryan Doumit#\doumiry01,24,PIT,257,853,3.32,552,65.0%,21.9%,19.9%,24.6%,33.5%,78.1%,1.3%,50.8%,74.5%,40.9%,2.3%,6,0,9.3%,24,13,3.9%,10,7,9,39,18.8%,0,0,0
254,Ryan Drese\dresery01,29,TOT,20,70,3.50,52,74.3%,23.1%,32.7%,26.9%,17.3%,76.9%,0.0%,57.1%,57.5%,45.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,8,18.2%,0,0,0
255,Ryan Drese\dresery01,29,TEX,1,5,5.00,5,100.0%,20.0%,20.0%,60.0%,0.0%,80.0%,,80.0%,75.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
256,Ryan Drese\dresery01,29,WSN,19,65,3.42,47,72.3%,23.4%,34.0%,23.4%,19.1%,76.6%,0.0%,55.4%,55.6%,47.4%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,7,20.0%,0,0,0
257,J.D. Drew*\drewj.01,29,LAD,311,1207,3.88,675,56.2%,27.9%,14.5%,27.3%,30.4%,72.1%,0.9%,40.5%,79.9%,36.3%,5.8%,18,0,20.3%,63,23,14.5%,45,19,24,26,48.0%,0,0,0
258,Jason Dubois\duboija01,26,TOT,202,772,3.82,502,65.1%,16.3%,30.5%,30.7%,22.5%,83.7%,0.4%,54.5%,63.6%,44.6%,2.5%,5,1,10.9%,22,16,8.4%,17,13,12,62,16.2%,0,0,0
259,Jason Dubois\duboija01,26,CHC,152,549,3.61,364,66.4%,14.6%,31.3%,28.6%,25.5%,85.4%,0.5%,56.8%,63.3%,44.7%,1.3%,2,0,10.5%,16,13,7.2%,11,8,5,44,10.2%,0,0,0
260,Jason Dubois\duboija01,26,CLE,50,223,4.46,138,61.9%,21.0%,28.3%,36.2%,14.5%,79.0%,0.0%,48.9%,64.2%,44.0%,6.0%,3,1,12.0%,6,3,12.0%,6,5,7,18,28.0%,0,0,0
261,Brandon Duckworth\duckwbr01,29,HOU,3,15,5.00,9,60.0%,44.4%,0.0%,22.2%,33.3%,55.6%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,33.3%,1,0,0,0,,0,0,0
262,Chris Duffy*\duffych01,25,PIT,136,469,3.45,300,64.0%,27.0%,13.3%,24.7%,35.0%,73.0%,0.0%,46.7%,81.7%,23.5%,2.9%,4,0,13.2%,18,8,5.1%,7,2,6,16,27.3%,0,0,0
263,Zach Duke*\dukeza01,22,PIT,31,108,3.48,72,66.7%,19.4%,22.2%,31.9%,26.4%,80.6%,0.0%,53.7%,72.4%,45.2%,3.2%,1,0,6.5%,2,1,0.0%,0,0,2,8,20.0%,0,0,0
264,Chris Duncan*\duncach01,24,STL,10,48,4.80,31,64.6%,25.8%,32.3%,25.8%,16.1%,74.2%,0.0%,47.9%,56.5%,60.0%,0.0%,0,0,10.0%,1,1,20.0%,2,2,3,2,60.0%,0,0,0
265,Adam Dunn*\dunnad01,25,CIN,672,2849,4.24,1596,57.1%,31.3%,18.7%,26.4%,23.6%,68.7%,4.2%,39.2%,72.8%,25.1%,9.8%,66,3,19.0%,128,38,15.9%,107,62,54,114,32.1%,0,0,0
266,Erubiel Durazo*\durazer01,31,OAK,167,570,3.41,350,61.4%,30.9%,11.4%,21.1%,36.6%,69.1%,0.0%,42.5%,83.5%,26.3%,8.4%,14,0,18.0%,30,8,10.2%,17,8,6,18,25.0%,0,0,0
267,Ray Durham#\durhara01,33,SFG,561,2011,3.58,1219,60.9%,27.2%,9.7%,26.5%,36.6%,72.8%,1.0%,44.3%,86.7%,28.9%,4.6%,26,0,16.4%,92,49,10.5%,59,33,14,45,23.7%,0,0,0
268,Trent Durrington\durritr01,29,MIL,18,64,3.56,39,60.9%,30.8%,17.9%,15.4%,35.9%,69.2%,0.0%,42.2%,74.1%,27.8%,11.1%,2,0,16.7%,3,1,16.7%,3,2,2,1,66.7%,0,0,0
269,Jermaine Dye\dyeje01,31,CHW,581,2319,3.99,1487,64.3%,32.3%,13.3%,25.3%,29.1%,67.7%,0.8%,43.5%,80.3%,16.4%,4.6%,27,0,13.1%,76,31,7.7%,45,29,21,78,21.2%,0,0,0
270,Damion Easley\easleda01,35,FLA,305,1143,3.75,694,61.4%,34.3%,10.5%,22.5%,32.7%,65.7%,2.7%,40.3%,84.0%,25.2%,6.6%,20,0,17.7%,54,15,9.5%,29,17,16,31,34.0%,0,0,0
271,Adam Eaton\eatonad01,27,SDP,52,175,3.37,120,68.6%,31.7%,20.0%,22.5%,25.8%,68.3%,0.0%,46.9%,70.7%,32.7%,0.0%,0,0,9.6%,5,0,5.8%,3,2,6,9,33.3%,0,0,0
272,David Eckstein\eckstda01,30,STL,713,2859,4.01,1856,64.9%,38.0%,3.2%,26.6%,32.2%,62.0%,0.0%,40.3%,94.8%,9.5%,6.2%,44,0,17.0%,121,12,10.0%,71,14,17,26,38.6%,0,0,0
273,Jim Edmonds*\edmonji01,35,STL,570,2368,4.15,1347,57.7%,28.7%,18.6%,28.1%,24.7%,71.3%,3.2%,41.2%,74.0%,33.5%,6.7%,38,1,18.2%,104,36,15.3%,87,30,43,96,30.9%,0,0,0
274,Mike Edwards\edwarmi02,28,LAD,258,925,3.59,607,65.6%,32.3%,9.7%,24.1%,33.9%,67.7%,0.0%,44.4%,85.6%,22.9%,2.7%,7,0,9.7%,25,12,5.8%,15,7,14,20,41.2%,0,0,0
275,Joey Eischen*\eischjo01,35,WSN,4,12,3.00,9,75.0%,33.3%,22.2%,22.2%,22.2%,66.7%,0.0%,50.0%,66.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
276,Scott Elarton\elartsc01,29,CLE,2,7,3.50,4,57.1%,25.0%,25.0%,25.0%,25.0%,75.0%,0.0%,42.9%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
277,Brad Eldred\eldrebr01,24,PIT,208,749,3.60,514,68.6%,16.7%,36.2%,24.7%,22.4%,83.3%,0.0%,57.1%,56.5%,44.7%,0.5%,1,1,5.3%,11,8,5.8%,12,8,10,67,13.0%,0,0,0
278,Cal Eldred\eldreca01,37,STL,2,9,4.50,6,66.7%,16.7%,16.7%,66.7%,0.0%,83.3%,0.0%,55.6%,80.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
279,Mark Ellis\ellisma01,28,OAK,487,1941,3.99,1249,64.4%,36.9%,8.1%,24.0%,31.0%,63.1%,0.1%,40.6%,87.2%,11.1%,5.1%,25,0,14.0%,68,16,7.8%,38,15,17,34,33.3%,0,0,0
280,Jason Ellison\ellisja01,27,SFG,386,1316,3.41,862,65.7%,29.0%,8.9%,25.5%,36.5%,71.0%,0.9%,46.6%,87.4%,30.8%,1.3%,5,0,10.6%,41,18,5.2%,20,10,14,30,31.8%,0,0,0
281,Edwin Encarnacion\encared01,22,CIN,234,933,3.99,569,61.3%,27.4%,17.2%,28.8%,26.5%,72.6%,1.4%,44.5%,76.3%,27.8%,4.7%,11,1,15.4%,36,17,9.0%,21,12,20,40,33.3%,0,0,0
282,Juan Encarnacion\encarju01,29,FLA,564,2129,3.77,1398,65.9%,27.7%,17.9%,25.2%,29.3%,72.3%,0.8%,47.6%,75.3%,26.1%,4.6%,26,0,12.9%,73,24,8.5%,48,24,19,85,18.3%,0,0,0
283,Morgan Ensberg\ensbemo01,29,HOU,625,2466,3.95,1440,59.1%,28.9%,17.2%,25.3%,28.6%,71.1%,2.9%,42.0%,75.8%,38.4%,5.9%,37,7,17.9%,112,42,13.0%,81,38,51,68,42.9%,0,0,0
284,Scott Erickson\ericksc01,37,LAD,14,52,3.71,42,80.8%,38.1%,21.4%,19.0%,21.4%,61.9%,0.0%,50.0%,65.4%,28.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,4,20.0%,0,0,0
285,Darin Erstad*\erstada01,31,LAA,669,2571,3.84,1673,65.3%,34.5%,11.1%,23.9%,30.5%,65.5%,1.0%,42.8%,83.0%,12.0%,5.5%,37,0,16.9%,113,20,8.5%,57,22,17,92,15.6%,0,0,0
286,Felix Escalona\escalfe01,26,NYY,17,71,4.18,47,66.2%,19.1%,23.4%,34.0%,23.4%,80.9%,0.0%,53.5%,71.1%,35.3%,0.0%,0,0,0.0%,0,0,11.8%,2,1,2,2,50.0%,0,0,0
287,Kelvim Escobar\escobke01,29,LAA,2,7,3.50,5,71.4%,0.0%,40.0%,20.0%,40.0%,100.0%,0.0%,71.4%,60.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
288,Mike Esposito\esposmi01,23,COL,6,25,4.17,18,72.0%,22.2%,5.6%,38.9%,33.3%,77.8%,0.0%,56.0%,92.9%,16.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
289,Shawn Estes\estessh01,32,ARI,31,89,2.87,71,79.8%,22.5%,15.5%,28.2%,33.8%,77.5%,0.0%,61.8%,80.0%,54.8%,0.0%,0,0,3.2%,1,1,3.2%,1,0,1,6,14.3%,0,0,0
290,Johnny Estrada#\estrajo01,29,ATL,384,1262,3.29,872,70.4%,16.5%,12.8%,33.7%,36.9%,83.5%,5.9%,58.8%,84.6%,37.0%,4.7%,18,0,10.7%,41,18,2.9%,11,5,4,34,10.5%,0,0,0
291,Dana Eveland*\evelada01,21,MIL,2,3,1.50,3,100.0%,0.0%,0.0%,33.3%,66.7%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
292,Adam Everett\everead01,28,HOU,595,2100,3.53,1423,67.9%,26.7%,15.2%,25.9%,32.2%,73.3%,0.6%,49.8%,79.2%,29.4%,3.7%,22,3,12.4%,74,25,5.9%,35,16,17,86,16.5%,0,0,0
293,Carl Everett#\evereca01,34,CHW,549,2043,3.72,1335,65.5%,20.0%,19.6%,30.4%,30.0%,80.0%,0.8%,52.4%,75.6%,34.8%,3.8%,21,2,14.9%,82,42,7.7%,42,22,11,88,11.1%,0,0,0
294,Scott Eyre*\eyresc01,33,SFG,3,13,4.33,8,61.5%,75.0%,12.5%,12.5%,0.0%,25.0%,0.0%,15.4%,50.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
295,Sal Fasano\fasansa01,33,BAL,174,627,3.60,421,67.1%,17.6%,28.5%,25.7%,28.3%,82.4%,0.0%,55.3%,65.4%,50.0%,2.9%,5,0,13.2%,23,11,3.4%,6,4,5,36,12.2%,0,0,0
296,Jeff Fassero*\fasseje01,42,SFG,14,50,3.57,40,80.0%,27.5%,27.5%,25.0%,20.0%,72.5%,0.0%,58.0%,62.1%,35.7%,0.0%,0,0,7.1%,1,0,0.0%,0,0,1,5,16.7%,0,0,0
297,Pedro Feliz\felizpe01,30,SFG,615,2110,3.43,1389,66.0%,21.2%,16.6%,28.1%,34.1%,78.8%,0.6%,52.0%,79.0%,43.6%,2.4%,15,2,8.8%,54,24,8.0%,49,30,27,75,26.5%,0,0,0
298,Robert Fick*\fickro01,31,SDP,261,967,3.70,584,60.8%,33.4%,9.4%,22.9%,34.2%,66.6%,1.8%,40.5%,85.9%,27.6%,5.4%,14,1,17.6%,46,12,11.5%,30,18,7,26,21.2%,0,0,0
299,Prince Fielder*\fieldpr01,21,MIL,62,239,3.85,170,71.1%,24.7%,21.8%,28.2%,25.3%,75.3%,0.0%,53.6%,71.1%,35.5%,1.6%,1,0,11.3%,7,1,4.8%,3,0,1,16,5.9%,0,0,0
300,Chone Figgins#\figgich01,27,LAA,721,2817,3.91,1723,61.3%,32.0%,9.9%,25.9%,32.2%,68.0%,0.4%,41.7%,85.4%,21.2%,5.4%,39,0,14.6%,105,23,10.7%,77,30,23,78,22.8%,0,0,0
301,Steve Finley*\finlest01,40,LAA,440,1689,3.84,1090,64.9%,28.9%,11.8%,28.1%,31.2%,71.1%,1.5%,46.1%,83.4%,20.5%,5.7%,25,2,16.4%,72,24,7.7%,34,23,17,54,23.9%,0,0,0
302,Jeff Fiorentino*\fioreje01,22,BAL,47,179,3.81,111,62.0%,24.3%,20.7%,23.4%,31.5%,75.7%,0.0%,46.9%,72.6%,23.4%,6.4%,3,0,19.1%,9,3,10.6%,5,5,1,8,10.0%,0,0,0
303,John Flaherty\flahejo01,37,NYY,138,485,3.51,330,68.0%,25.2%,16.4%,26.7%,31.8%,74.8%,0.0%,50.9%,78.1%,32.6%,2.2%,3,0,10.9%,15,10,2.2%,3,2,6,20,23.1%,0,0,0
304,Randy Flores*\florera01,29,STL,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
305,Cliff Floyd*\floydcl01,32,NYM,627,2319,3.70,1424,62.6%,18.5%,18.8%,30.8%,31.9%,81.5%,5.0%,51.1%,76.9%,37.3%,3.5%,22,3,12.8%,80,41,8.0%,50,27,29,69,29.6%,0,0,0
306,Gavin Floyd\floydga01,22,PHI,9,39,4.33,26,66.7%,42.3%,15.4%,26.9%,15.4%,57.7%,0.0%,38.5%,73.3%,11.1%,0.0%,0,0,33.3%,3,0,0.0%,0,0,2,2,40.0%,0,0,0
307,Josh Fogg\foggjo01,28,PIT,56,191,3.41,137,71.7%,35.8%,19.7%,16.1%,28.5%,64.2%,0.0%,46.1%,69.3%,26.8%,3.6%,2,0,8.9%,5,1,5.4%,3,0,2,12,14.3%,0,0,0
308,Mike Fontenot*\fontemi01,25,CHC,5,22,4.40,10,45.5%,30.0%,10.0%,40.0%,20.0%,70.0%,0.0%,31.8%,85.7%,20.0%,20.0%,1,0,20.0%,1,0,0.0%,0,0,0,0,,0,0,0
309,Lew Ford\fordle01,28,MIN,593,2353,3.97,1472,62.8%,32.0%,9.9%,27.9%,30.2%,68.0%,0.9%,42.7%,85.4%,21.6%,4.9%,29,0,13.8%,82,27,9.4%,56,36,24,61,28.2%,0,0,0
310,Casey Fossum*\fossuca01,27,TBD,3,8,2.67,8,100.0%,12.5%,0.0%,50.0%,37.5%,87.5%,,87.5%,100.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
311,Jeff Francis*\francje01,24,COL,71,297,4.18,189,63.6%,34.9%,18.0%,27.5%,19.6%,65.1%,0.0%,41.4%,72.4%,22.5%,5.6%,4,0,14.1%,10,1,7.0%,5,3,4,20,14.8%,0,0,0
312,Julio Franco\francju01,46,ATL,266,1086,4.08,682,62.9%,27.1%,17.3%,29.2%,26.4%,72.9%,0.2%,45.8%,76.3%,21.8%,3.8%,10,0,14.3%,38,14,10.5%,28,14,8,49,14.0%,0,0,0
313,Jeff Francoeur\francje02,21,ATL,274,934,3.41,647,70.2%,13.6%,24.4%,30.9%,31.1%,86.4%,4.2%,60.6%,71.7%,47.4%,1.8%,5,0,9.9%,27,18,3.3%,9,6,8,50,13.8%,0,0,0
314,Ryan Franklin\frankry01,32,SEA,5,14,2.80,9,64.3%,11.1%,33.3%,11.1%,44.4%,88.9%,0.0%,57.1%,62.5%,80.0%,20.0%,1,0,20.0%,1,0,20.0%,1,0,0,0,,0,0,0
315,Ryan Freel\freelry01,29,CIN,433,1756,4.06,1041,59.3%,38.3%,8.3%,23.2%,30.2%,61.7%,0.0%,36.6%,86.6%,18.7%,3.7%,16,0,13.6%,59,5,11.5%,50,18,26,33,44.1%,0,0,0
316,Choo Freeman\freemch01,25,COL,23,86,3.74,57,66.3%,26.3%,21.1%,22.8%,29.8%,73.7%,0.0%,48.8%,71.4%,21.7%,0.0%,0,0,4.3%,1,1,0.0%,0,0,2,3,40.0%,0,0,0
317,Alejandro Freire\freiral01,30,BAL,72,289,4.01,175,60.6%,22.3%,20.6%,29.7%,27.4%,77.7%,0.0%,47.1%,73.5%,30.6%,9.7%,7,1,18.1%,13,5,13.9%,10,7,7,10,41.2%,0,0,0
318,Aaron Fultz*\fultzaa01,31,PHI,3,12,4.00,9,75.0%,55.6%,22.2%,11.1%,11.1%,44.4%,0.0%,33.3%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
319,Rafael Furcal#\furcara02,27,ATL,691,2632,3.81,1640,62.6%,32.1%,8.1%,26.3%,33.4%,67.9%,1.2%,42.5%,88.1%,19.0%,5.4%,37,0,15.6%,108,31,9.0%,62,23,22,56,28.2%,0,0,0
320,J.J. Furmaniak\furmajj01,25,PIT,30,133,4.43,75,56.4%,13.3%,26.7%,30.7%,29.3%,86.7%,0.0%,48.9%,69.2%,46.7%,0.0%,0,0,20.0%,6,5,20.0%,6,5,2,2,50.0%,0,0,0
321,John Gall\galljo01,27,STL,39,135,3.46,91,67.4%,17.6%,22.0%,27.5%,33.0%,82.4%,0.0%,55.6%,73.3%,35.9%,0.0%,0,0,7.7%,3,2,2.6%,1,1,1,7,12.5%,0,0,0
322,Eddy Garabito#\garabed01,28,COL,102,400,3.92,242,60.5%,38.8%,9.9%,18.6%,32.6%,61.2%,0.0%,37.0%,83.8%,11.8%,5.9%,6,0,14.7%,15,3,9.8%,10,3,2,10,16.7%,0,0,0
323,Freddy Garcia\garcifr03,28,CHW,9,29,3.22,23,79.3%,4.3%,30.4%,30.4%,34.8%,95.7%,0.0%,75.9%,68.2%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
324,Jesse Garcia\garcije01,31,SDP,39,119,3.05,86,72.9%,25.6%,24.4%,20.9%,29.1%,74.4%,3.0%,54.2%,67.2%,43.6%,5.1%,2,0,10.3%,4,1,2.6%,1,0,1,10,9.1%,0,0,0
325,Nomar Garciaparra\garcino01,31,CHC,248,790,3.19,505,63.9%,13.1%,12.9%,32.7%,41.4%,86.9%,0.0%,55.6%,85.2%,46.4%,3.6%,9,1,11.3%,28,14,5.6%,14,11,3,21,12.5%,0,0,0
326,Ryan Garko\garkory01,24,CLE,1,4,4.00,3,75.0%,0.0%,66.7%,33.3%,0.0%,100.0%,0.0%,75.0%,33.3%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
327,Jon Garland\garlajo01,25,CHW,2,9,4.50,6,66.7%,66.7%,16.7%,0.0%,16.7%,33.3%,0.0%,22.2%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
328,Joey Gathright*\gathrjo01,24,TBD,218,816,3.74,551,67.5%,23.8%,14.3%,31.6%,30.3%,76.2%,0.0%,51.5%,81.2%,37.6%,3.2%,7,0,9.2%,20,5,6.9%,15,11,7,32,17.9%,0,0,0
329,Geoff Geary\gearyge01,28,PHI,6,24,4.00,18,75.0%,38.9%,44.4%,5.6%,11.1%,61.1%,0.0%,45.8%,27.3%,0.0%,0.0%,0,0,16.7%,1,0,0.0%,0,0,2,2,50.0%,0,0,0
330,Esteban German\germaes01,27,TEX,4,16,4.00,10,62.5%,50.0%,0.0%,20.0%,30.0%,50.0%,0.0%,31.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
331,Jody Gerut*\gerutjo01,27,TOT,191,751,3.93,446,59.5%,38.6%,6.3%,21.3%,33.9%,61.4%,0.3%,36.5%,89.8%,13.6%,6.8%,13,0,17.3%,33,9,11.5%,22,9,13,7,65.0%,0,0,0
332,Jody Gerut*\gerutjo01,27,TOT,34,126,3.71,75,59.5%,36.0%,13.3%,16.0%,34.7%,64.0%,0.0%,38.1%,79.2%,17.6%,8.8%,3,0,11.8%,4,1,8.8%,3,2,4,2,66.7%,0,0,0
