Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
351,Chris Donnels*\donnech01,34,LAD,NL,27,41,34,8,10,3,0,4,9,0,0,6,7,.294,.390,.735,1.126,183,25,3,0,0,1,1,/7354
352,Octavio Dotel\doteloc01,26,HOU,NL,50,40,32,1,1,0,0,0,0,0,0,1,16,.031,.061,.031,.092,-76,1,0,0,7,0,0,1
353,Scott Downs*\downssc01,24,TOT,NL,19,34,28,2,2,0,0,0,1,0,0,2,10,.071,.133,.071,.205,-45,2,0,0,4,0,0,1
354,Scott Downs*\downssc01,24,CHC,NL,18,32,26,2,2,0,0,0,1,0,0,2,10,.077,.143,.077,.220,-41,2,0,0,4,0,0,1
355,Scott Downs*\downssc01,24,MON,NL,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
356,Kelly Dransfeldt\dranske01,25,TEX,AL,16,27,26,2,3,2,0,0,2,0,0,1,14,.115,.148,.192,.340,-15,5,0,0,0,0,0,6/4
357,Darren Dreifort\dreifda01,28,LAD,NL,32,71,68,5,11,3,0,3,8,0,0,1,25,.162,.186,.338,.524,32,23,0,1,1,0,0,1
358,J.D. Drew*\drewj.01,24,STL,NL,135,486,407,73,120,17,2,18,57,17,9,67,99,.295,.401,.479,.880,121,195,3,6,5,1,4,*987
359,Tim Drew\drewti01,21,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
360,Rob Ducey*\duceyro01,35,TOT,MLB,117,198,165,26,32,5,1,6,26,1,0,31,49,.194,.318,.345,.664,68,57,1,0,0,2,1,7/D98
361,Rob Ducey*\duceyro01,35,TOT,NL,112,183,152,24,30,4,1,6,25,1,0,29,47,.197,.322,.355,.678,71,54,1,0,0,2,1,7/D98
362,Rob Ducey*\duceyro01,35,PHI,NL,70,126,106,16,20,3,1,6,20,1,0,20,36,.189,.317,.406,.723,81,43,0,0,0,0,0,7/D98
363,Rob Ducey*\duceyro01,35,TOR,AL,5,15,13,2,2,1,0,0,1,0,0,2,2,.154,.267,.231,.497,27,3,0,0,0,0,0,/79
364,Rob Ducey*\duceyro01,35,PHI,NL,42,57,46,8,10,1,0,0,5,0,0,9,11,.217,.333,.239,.572,49,11,1,0,0,2,1,
365,Shawon Dunston\dunstsh01,37,STL,NL,98,231,216,28,54,11,2,12,43,3,1,6,47,.250,.278,.486,.764,87,105,11,3,4,2,0,79/8635D
366,Todd Dunwoody*\dunwoto01,25,KCR,AL,61,195,178,12,37,9,0,1,23,3,0,8,42,.208,.238,.275,.514,29,49,4,1,2,6,0,87D/9
367,Erubiel Durazo*\durazer01,26,ARI,NL,67,233,196,35,52,11,0,8,33,1,0,34,43,.265,.373,.444,.817,103,87,3,1,0,2,2,3
368,Chad Durbin\durbich01,22,KCR,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
369,Ray Durham#\durhara01,28,CHW,AL,151,709,614,121,172,35,9,17,75,25,13,75,105,.280,.361,.450,.810,103,276,13,7,5,8,0,*4
370,Trent Durrington\durritr01,24,ANA,AL,4,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,/4
371,Mike Duvall\duvalmi01,25,TBD,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
372,Jermaine Dye\dyeje01,26,KCR,AL,157,679,601,107,193,41,2,33,118,0,1,69,99,.321,.390,.561,.951,135,337,12,3,0,6,6,*9D
373,Damion Easley\easleda01,30,DET,AL,126,535,464,76,120,27,2,14,58,13,4,55,79,.259,.350,.416,.766,99,193,11,11,4,1,1,*4
374,Adam Eaton\eatonad01,22,SDP,NL,23,45,38,6,11,2,0,0,4,2,0,6,10,.289,.400,.342,.742,97,13,1,1,0,0,0,1
375,Angel Echevarria\echevan01,29,TOT,NL,41,58,51,3,10,2,0,1,6,0,0,7,11,.196,.293,.294,.587,49,15,1,0,0,0,0,3/79
376,Angel Echevarria\echevan01,29,COL,NL,10,9,9,0,1,0,0,0,2,0,0,0,2,.111,.111,.111,.222,-48,1,0,0,0,0,0,/37
377,Angel Echevarria\echevan01,29,MIL,NL,31,49,42,3,9,2,0,1,4,0,0,7,9,.214,.327,.333,.660,70,14,1,0,0,0,0,/397
378,Jim Edmonds*\edmonji01,30,STL,NL,152,643,525,129,155,25,0,42,108,10,3,103,167,.295,.411,.583,.994,147,306,5,6,1,8,3,*8/3
379,Dave Eiland\eilanda01,33,TBD,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
380,Darrell Einertson\einerda01,27,NYY,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
381,Scott Elarton\elartsc01,24,HOU,NL,30,72,63,6,10,2,0,0,0,0,0,1,20,.159,.197,.190,.387,-4,12,2,2,6,0,0,1
382,Cal Eldred\eldreca01,32,CHW,AL,20,6,4,3,1,0,0,0,0,0,0,2,1,.250,.500,.250,.750,98,1,0,0,0,0,0,1
383,Kevin Elster\elsteke01,35,LAD,NL,80,259,220,29,50,8,0,14,32,0,0,38,52,.227,.341,.455,.796,104,100,0,0,1,0,5,6/53
384,Alan Embree*\embreal01,30,SFG,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
385,Juan Encarnacion\encarju01,24,DET,AL,141,590,547,75,158,25,6,14,72,16,4,29,90,.289,.330,.433,.764,97,237,15,7,3,4,1,*8
386,Trevor Enders\endertr01,25,TBD,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
387,Morgan Ensberg\ensbemo01,24,HOU,NL,4,7,7,0,2,0,0,0,0,0,0,0,1,.286,.286,.286,.571,41,2,0,0,0,0,0,/5
388,Todd Erdos\erdosto01,26,TOT,MLB,36,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
389,Todd Erdos\erdosto01,26,NYY,AL,14,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
390,Todd Erdos\erdosto01,26,SDP,NL,22,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
391,Scott Erickson\ericksc01,32,BAL,AL,17,5,5,2,2,1,0,0,1,0,0,0,0,.400,.400,.600,1.000,155,3,0,0,0,0,0,1
392,Darin Erstad*\erstada01,26,ANA,AL,157,747,676,121,240,39,6,25,100,28,8,64,82,.355,.409,.541,.951,137,366,8,1,2,4,9,*78D/3
393,Kelvim Escobar\escobke01,24,TOR,AL,43,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
394,Bobby Estalella\estalbo02,25,SFG,NL,106,361,299,45,70,22,3,14,53,3,0,57,92,.234,.357,.468,.826,113,140,4,2,0,3,9,2
395,Shawn Estes\estessh01,27,SFG,NL,32,81,68,4,14,4,0,1,10,0,0,2,28,.206,.229,.309,.537,38,21,2,0,11,0,0,1
396,Horacio Estrada*\estraho01,24,MIL,NL,7,8,7,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,-26,1,0,0,1,0,0,/1
397,Leo Estrella\estrele01,25,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
398,Seth Etherton\etherse01,23,ANA,AL,11,3,2,1,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,-5,0,0,0,0,0,0,1
399,Tony Eusebio\eusebto01,33,HOU,NL,74,249,218,24,61,18,0,7,33,0,0,25,45,.280,.361,.459,.820,100,100,8,4,0,2,2,2
400,Tom Evans\evansto01,25,TEX,AL,23,67,54,10,15,4,0,0,5,0,3,10,13,.278,.394,.352,.746,91,19,1,1,1,1,0,5/3D
401,Carl Everett#\evereca01,29,BOS,AL,137,561,496,82,149,32,4,34,108,11,4,52,113,.300,.373,.587,.959,136,291,4,8,0,5,5,*8/D
402,Scott Eyre*\eyresc01,28,CHW,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
403,Jorge Fabregas*\fabrejo01,30,KCR,AL,43,152,142,13,40,4,0,3,17,1,0,8,11,.282,.320,.373,.693,73,53,1,0,2,0,1,2/D
404,Kyle Farnsworth\farnsky01,24,CHC,NL,46,16,14,0,1,1,0,0,0,0,0,0,6,.071,.071,.143,.214,-47,2,0,0,2,0,0,1
405,Sal Fasano\fasansa01,28,OAK,AL,52,144,126,21,27,6,0,7,19,0,0,14,47,.214,.306,.429,.734,87,54,3,3,0,1,0,2
406,Jeff Fassero*\fasseje01,37,BOS,AL,38,3,2,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
407,Carlos Febles\febleca01,24,KCR,AL,100,399,339,59,87,12,1,2,29,17,6,36,48,.257,.345,.316,.660,68,107,10,10,13,1,1,4
408,Pedro Feliz\felizpe01,25,SFG,NL,8,7,7,1,2,0,0,0,0,0,0,0,1,.286,.286,.286,.571,50,2,0,0,0,0,0,/5
409,Alex Fernandez\fernaal01,30,FLA,NL,9,20,17,1,2,1,0,0,3,0,0,3,10,.118,.250,.176,.426,14,3,2,0,0,0,0,/1
410,Osvaldo Fernandez\fernaos01,33,CIN,NL,15,29,22,0,2,0,0,0,1,0,0,2,10,.091,.167,.091,.258,-33,2,0,0,5,0,0,1
411,Mike Fetters\fettemi01,35,LAD,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
412,Robert Fick*\fickro01,26,DET,AL,66,188,163,18,41,7,2,3,22,2,1,22,39,.252,.340,.374,.715,86,61,4,1,0,2,2,32D
413,Nelson Figueroa#\figuene01,26,ARI,NL,3,4,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,67,1,0,0,1,0,0,/1
414,Chuck Finley*\finlech01,37,CLE,AL,34,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
415,Steve Finley*\finlest01,35,ARI,NL,152,623,539,100,151,27,5,35,96,12,6,65,87,.280,.361,.544,.904,121,293,9,8,2,9,7,*8/D
416,Tony Fiore\fioreto01,28,TBD,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
417,John Flaherty\flahejo01,32,TBD,AL,109,418,394,36,103,15,0,10,39,0,0,20,57,.261,.296,.376,.671,71,148,11,0,2,2,2,2
418,Darrin Fletcher*\fletcda01,33,TOR,AL,122,445,416,43,133,19,1,20,58,1,0,20,45,.320,.355,.514,.869,115,214,8,5,0,4,3,*2/D
419,Bryce Florie\floribr01,30,BOS,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
420,Cliff Floyd*\floydcl01,27,FLA,NL,121,487,420,75,126,30,0,22,91,24,3,50,82,.300,.378,.529,.906,132,222,4,8,0,9,5,7/D
421,Ben Ford\fordbe01,24,NYY,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
422,Brook Fordyce\fordybr01,30,TOT,AL,93,330,302,41,91,18,1,14,49,0,0,17,50,.301,.341,.507,.848,114,153,4,4,2,5,0,2
423,Brook Fordyce\fordybr01,30,CHW,AL,40,136,125,18,34,7,1,5,21,0,0,6,23,.272,.313,.464,.777,93,58,1,2,2,1,0,2
424,Brook Fordyce\fordybr01,30,BAL,AL,53,194,177,23,57,11,0,9,28,0,0,11,27,.322,.361,.537,.898,129,95,3,2,0,4,0,2
425,Scott Forster\forstsc01,28,MON,NL,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
426,Keith Foulke\foulkke01,27,CHW,AL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
427,Andy Fox*\foxan01,29,TOT,NL,100,275,250,29,58,8,2,4,20,10,4,22,53,.232,.302,.328,.630,61,82,2,3,0,0,4,657/9438
428,Andy Fox*\foxan01,29,ARI,NL,31,90,86,10,18,4,0,1,10,2,1,4,16,.209,.244,.291,.535,33,25,1,0,0,0,1,5/9387
429,Andy Fox*\foxan01,29,FLA,NL,69,185,164,19,40,4,2,3,10,8,3,18,37,.244,.330,.348,.677,76,57,1,3,0,0,3,65/794
430,John Franco*\francjo01,39,NYM,NL,62,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
431,Matt Franco*\francma01,30,NYM,NL,101,157,134,9,32,4,0,2,14,0,0,21,22,.239,.340,.313,.653,70,42,3,0,1,1,3,35/7D4
432,Wayne Franklin*\frankwa01,26,HOU,NL,25,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
433,John Frascatore\frascjo01,30,TOR,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
434,Hanley Frias#\friasha01,26,ARI,NL,75,129,112,18,23,5,0,2,6,2,2,17,18,.205,.310,.304,.614,54,34,3,0,0,0,0,64/5
435,Jeff Frye\fryeje01,33,TOT,MLB,106,371,326,49,100,19,0,1,16,5,3,36,54,.307,.377,.374,.751,86,122,8,2,5,2,0,49/5D87
436,Jeff Frye\fryeje01,33,BOS,AL,69,273,239,35,69,13,0,1,13,1,3,28,38,.289,.364,.356,.720,82,85,5,1,4,1,0,49/5D87
437,Jeff Frye\fryeje01,33,COL,NL,37,98,87,14,31,6,0,0,3,4,0,8,16,.356,.412,.425,.838,94,37,3,1,1,1,0,4/5
438,Travis Fryman\frymatr01,31,CLE,AL,155,658,574,93,184,38,4,22,106,1,1,73,111,.321,.392,.516,.908,127,296,15,1,0,10,2,*5/3D
439,Brad Fullmer*\fullmbr01,25,TOR,AL,133,524,482,76,142,29,1,32,104,3,1,30,68,.295,.340,.558,.898,120,269,14,6,0,6,3,*D/3
440,Aaron Fultz*\fultzaa01,26,SFG,NL,58,7,6,0,2,0,0,0,0,0,0,0,1,.333,.333,.333,.667,75,2,2,0,1,0,0,1
441,Rafael Furcal#\furcara02,22,ATL,NL,131,542,455,87,134,20,4,4,37,40,14,73,80,.295,.394,.382,.776,98,174,2,3,9,2,0,*64
442,Chris Fussell\fussech01,24,KCR,AL,20,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
443,Mike Fyhrie\fyhrimi01,30,ANA,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
444,Gary Gaetti\gaettga01,41,BOS,AL,5,11,10,0,0,0,0,0,1,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,1,0,/D
445,Eric Gagne\gagneer01,24,LAD,NL,20,34,28,1,4,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-25,4,0,0,6,0,0,1
446,Andres Galarraga\galaran01,39,ATL,NL,141,548,494,67,149,25,1,28,100,3,5,36,126,.302,.369,.526,.895,123,260,15,17,0,1,5,*3/D
447,Ron Gant\gantro01,35,TOT,MLB,123,487,425,69,106,19,3,26,54,6,6,56,91,.249,.335,.492,.827,106,209,7,1,1,4,1,7D
448,Ron Gant\gantro01,35,PHI,NL,89,384,343,54,87,16,2,20,38,5,4,36,73,.254,.324,.487,.811,101,167,7,1,1,3,1,7
449,Ron Gant\gantro01,35,ANA,AL,34,103,82,15,19,3,1,6,16,1,2,20,18,.232,.379,.512,.891,122,42,0,0,0,1,0,7D
450,Rich Garces\garceri01,29,BOS,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
451,Freddy Garcia\garcifr03,23,SEA,AL,21,6,3,0,2,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,250,2,0,0,3,0,0,1
452,Jesse Garcia\garcije01,26,BAL,AL,14,19,17,2,1,0,0,0,0,0,0,2,2,.059,.158,.059,.217,-40,1,0,0,0,0,0,/46
453,Karim Garcia*\garcika01,24,TOT,AL,16,33,33,1,3,0,0,0,0,0,0,0,10,.091,.091,.091,.182,-52,3,1,0,0,0,0,/9D7
454,Karim Garcia*\garcika01,24,DET,AL,8,17,17,1,3,0,0,0,0,0,0,0,4,.176,.176,.176,.353,-7,3,1,0,0,0,0,/9D
455,Karim Garcia*\garcika01,24,BAL,AL,8,16,16,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,0,0,0,/D7
456,Mike Garcia\garcimi03,32,PIT,NL,13,3,3,1,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,70,1,0,0,0,0,0,1
457,Nomar Garciaparra\garcino01,26,BOS,AL,140,599,529,104,197,51,3,21,96,5,2,61,50,.372,.434,.599,1.033,156,317,8,2,0,7,20,*6/D
458,Mark Gardner\gardnma01,38,SFG,NL,30,50,43,1,5,0,0,0,0,0,0,0,22,.116,.116,.116,.233,-39,5,0,0,7,0,0,1
459,Daniel Garibay*\garibda01,27,CHC,NL,30,19,15,1,2,0,0,0,1,0,0,0,6,.133,.133,.133,.267,-31,2,0,0,4,0,0,1
460,Jon Garland\garlajo01,20,CHW,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
461,Jason Giambi*\giambja01,29,OAK,AL,152,664,510,108,170,29,1,43,137,2,0,137,96,.333,.476,.647,1.123,187,330,9,9,0,8,6,*3D
462,Jeremy Giambi*\giambje01,25,OAK,AL,104,302,260,42,66,10,2,10,50,0,0,32,61,.254,.338,.423,.761,95,110,7,3,3,4,2,9D3/7
463,Benji Gil\gilbe01,27,ANA,AL,110,343,301,28,72,14,1,6,23,10,6,30,59,.239,.317,.352,.669,68,106,7,5,5,2,0,6/4D3
464,Shawn Gilbert\gilbesh01,35,LAD,NL,15,23,20,5,3,1,0,1,3,0,0,2,7,.150,.227,.350,.577,47,7,0,0,1,0,0,/789
465,Brian Giles*\gilesbr02,29,PIT,NL,156,688,559,111,176,37,7,35,123,6,0,114,69,.315,.432,.594,1.026,157,332,15,7,0,8,13,*879
466,Bernard Gilkey\gilkebe01,33,TOT,MLB,74,185,164,17,29,6,1,3,15,0,0,17,28,.177,.265,.280,.545,37,46,8,3,0,1,2,9/7D
467,Bernard Gilkey\gilkebe01,33,ARI,NL,38,81,73,6,8,1,0,2,6,0,0,7,16,.110,.185,.205,.391,-3,15,3,0,0,1,2,9/7
468,Bernard Gilkey\gilkebe01,33,BOS,AL,36,104,91,11,21,5,1,1,9,0,0,10,12,.231,.327,.341,.668,68,31,5,3,0,0,0,9/D7
469,Keith Ginter\ginteke01,24,HOU,NL,5,10,8,3,2,0,0,1,3,0,0,1,3,.250,.300,.625,.925,119,5,0,0,0,1,0,/4
470,Matt Ginter\gintema01,22,CHW,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
471,Charles Gipson\gipsoch01,27,SEA,AL,59,33,29,7,9,1,1,0,3,2,3,4,9,.310,.394,.414,.808,111,12,0,0,0,0,0,97/856D
472,Joe Girardi\girarjo01,35,CHC,NL,106,407,363,47,101,15,1,6,40,1,0,32,61,.278,.339,.375,.714,83,136,12,3,6,3,3,2
473,Doug Glanville\glanvdo01,29,PHI,NL,154,689,637,89,175,27,6,8,52,31,8,31,76,.275,.307,.374,.681,71,238,11,2,12,7,1,*8
474,Keith Glauber\glaubke01,28,CIN,NL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
475,Troy Glaus\glaustr01,23,ANA,AL,159,678,563,120,160,37,1,47,102,14,11,112,163,.284,.404,.604,1.008,150,340,14,2,0,1,6,*5/6D
476,Tom Glavine*\glavito02,34,ATL,NL,37,89,68,5,10,1,0,0,2,0,0,7,20,.147,.227,.162,.388,1,11,0,0,14,0,0,1
477,Ross Gload*\gloadro01,24,CHC,NL,18,35,31,4,6,0,1,1,3,0,0,3,10,.194,.257,.355,.612,55,11,1,0,0,1,0,/739
478,Ryan Glynn\glynnry01,25,TEX,AL,16,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
479,Wayne Gomes\gomeswa01,27,PHI,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
480,Chris Gomez\gomezch02,29,SDP,NL,33,64,54,4,12,0,0,0,3,0,0,7,5,.222,.306,.222,.529,42,12,1,0,1,1,0,6/4
481,Alex Gonzalez\gonzaal02,23,FLA,NL,109,407,385,35,77,17,4,7,42,7,1,13,77,.200,.229,.319,.548,40,123,7,2,5,2,0,6
482,Alex Gonzalez\gonzaal01,27,TOR,AL,141,591,527,68,133,31,2,15,69,4,4,43,113,.252,.313,.404,.717,78,213,14,4,16,1,0,*6
483,Juan Gonzalez\gonzaju03,30,DET,AL,115,496,461,69,133,30,2,22,67,1,2,32,84,.289,.337,.505,.842,116,233,13,2,0,1,3,9D
484,Luis Gonzalez*\gonzalu01,32,ARI,NL,162,722,618,106,192,47,2,31,114,2,4,78,85,.311,.392,.544,.935,130,336,12,12,2,12,6,*7
485,Raul Gonzalez\gonzara01,26,CHC,NL,3,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7
486,Wiki Gonzalez\gonzawi01,26,SDP,NL,95,319,284,25,66,15,1,5,30,1,2,30,31,.232,.311,.345,.656,72,98,5,3,1,1,4,2
487,Dwight Gooden\goodedw01,35,TOT,MLB,27,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
488,Dwight Gooden\goodedw01,35,TOT,AL,26,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
489,Dwight Gooden\goodedw01,35,HOU,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
490,Dwight Gooden\goodedw01,35,TBD,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
491,Dwight Gooden\goodedw01,35,NYY,AL,18,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
492,Tom Goodwin*\goodwto01,31,TOT,NL,147,606,528,94,139,11,9,6,58,55,10,68,117,.263,.346,.352,.698,69,186,7,1,5,4,2,*87
493,Tom Goodwin*\goodwto01,31,COL,NL,91,377,317,65,86,8,8,5,47,39,7,50,76,.271,.368,.394,.763,76,125,3,1,5,4,2,8
494,Tom Goodwin*\goodwto01,31,LAD,NL,56,229,211,29,53,3,1,1,11,16,3,18,41,.251,.310,.289,.599,57,61,4,0,0,0,0,87
495,Mark Grace*\gracema01,36,CHC,NL,143,621,510,75,143,41,1,11,82,1,2,95,28,.280,.394,.429,.824,111,219,7,6,2,8,11,*3
496,Tony Graffanino\graffto01,28,TOT,AL,70,194,168,33,46,6,1,2,17,7,4,22,27,.274,.363,.357,.720,83,60,2,2,1,1,0,465/D
497,Tony Graffanino\graffto01,28,TBD,AL,13,22,20,8,6,1,0,0,1,0,0,1,2,.300,.364,.350,.714,84,7,1,1,0,0,0,/456
498,Tony Graffanino\graffto01,28,CHW,AL,57,172,148,25,40,5,1,2,16,7,4,21,25,.270,.363,.358,.721,83,53,1,1,1,1,0,645/D
499,Danny Graves\graveda01,26,CIN,NL,66,3,2,1,1,0,0,1,1,0,0,1,0,.500,.667,2.000,2.667,533,4,0,0,0,0,0,1
500,Craig Grebeck\grebecr01,35,TOR,AL,66,270,241,38,71,19,0,3,23,0,0,25,33,.295,.364,.411,.775,94,99,7,2,1,1,0,4/6
501,Jason Green\greenja01,25,HOU,NL,14,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
502,Scarborough Green#\greensc01,26,TEX,AL,79,139,124,21,29,1,1,0,9,10,6,10,26,.234,.291,.258,.549,41,32,3,0,5,0,0,89/D7
503,Shawn Green*\greensh01,27,LAD,NL,162,714,610,98,164,44,4,24,99,24,5,90,121,.269,.367,.472,.839,116,288,18,8,0,6,9,*9/8
504,Charlie Greene\greench02,29,TOR,AL,3,9,9,0,1,0,0,0,0,0,0,0,5,.111,.111,.111,.222,-44,1,0,0,0,0,0,/2
505,Todd Greene\greento02,29,TOR,AL,34,90,85,11,20,2,0,5,10,0,0,5,18,.235,.278,.435,.713,75,37,4,0,0,0,0,D/27
506,Willie Greene*\greenwi01,28,CHC,NL,105,339,299,34,60,15,2,10,37,4,0,36,69,.201,.289,.365,.654,66,109,5,2,0,2,2,5
507,Rusty Greer*\greerru01,31,TEX,AL,105,453,394,65,117,34,3,8,65,4,1,51,61,.297,.377,.459,.837,111,181,14,3,0,5,1,7/D
508,Ben Grieve*\grievbe01,24,OAK,AL,158,675,594,92,166,40,1,27,104,3,0,73,130,.279,.359,.487,.845,116,289,32,3,0,5,2,*7D
509,Ken Griffey*\griffke02,30,CIN,NL,145,631,520,100,141,22,3,40,118,6,4,94,117,.271,.387,.556,.942,133,289,7,9,0,8,17,*8
510,Jason Grilli\grillja01,23,FLA,NL,1,2,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,161,1,0,0,0,0,0,/1
511,Jason Grimsley\grimsja01,32,NYY,AL,63,3,1,0,0,0,0,0,0,0,0,2,1,.000,.667,.000,.667,92,0,0,0,0,0,0,1
512,Marquis Grissom\grissma02,33,MIL,NL,146,640,595,67,145,18,2,14,62,20,10,39,99,.244,.288,.351,.640,63,209,9,0,2,4,2,*8
513,Buddy Groom*\groombu01,34,BAL,AL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
514,Kip Gross\grosski01,35,HOU,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
515,Mark Grudzielanek\grudzma01,30,LAD,NL,148,676,617,101,172,35,6,7,49,12,3,45,81,.279,.335,.389,.724,88,240,16,9,2,3,0,*4/6
516,Eddie Guardado\guarded01,29,MIN,AL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
517,Vladimir Guerrero\guerrvl01,25,MON,NL,154,641,571,101,197,28,11,44,123,9,10,58,74,.345,.410,.664,1.074,162,379,15,8,0,4,23,*9/D
518,Wilton Guerrero#\guerrwi01,25,MON,NL,127,314,288,30,77,7,2,2,23,8,1,19,41,.267,.312,.326,.638,60,94,6,0,6,1,0,798/D4
519,Carlos Guillen#\guillca01,24,SEA,AL,90,328,288,45,74,15,2,7,42,1,3,28,53,.257,.324,.396,.720,87,114,6,2,7,3,0,56
520,Jose Guillen\guilljo01,24,TBD,AL,105,349,316,40,80,16,5,10,41,3,1,18,65,.253,.320,.430,.750,90,136,6,13,2,0,1,9/8
521,Ozzie Guillen*\guilloz01,36,TBD,AL,63,114,107,22,26,4,0,2,12,1,0,6,7,.243,.283,.336,.620,58,36,1,0,1,0,0,65/34
522,Eric Gunderson\gundeer01,34,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
523,Mark Guthrie\guthrma01,34,TOT,MLB,76,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
524,Mark Guthrie\guthrma01,34,TOT,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
