
Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
222,Marty Cordova\cordoma01,31,CLE,442,1573,3.56,1011,64.3%,19.9%,21.1%,26.4%,32.6%,80.1%,0.0%,51.5%,73.7%,40.0%,3.4%,15,2,12.4%,55,33,7.2%,32,21,14,67,17.3%,0,0,0
223,Rheal Cormier*\cormirh01,34,PHI,1,3,3.00,2,66.7%,0.0%,0.0%,50.0%,50.0%,100.0%,0.0%,66.7%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
224,Humberto Cota\cotahu01,22,PIT,9,28,3.11,25,89.3%,28.0%,36.0%,20.0%,16.0%,72.0%,0.0%,64.3%,50.0%,33.3%,0.0%,0,0,11.1%,1,0,0.0%,0,0,1,4,20.0%,0,0,0
225,Craig Counsell*\counscr01,30,ARI,536,2126,3.97,1288,60.9%,37.1%,9.4%,22.7%,30.7%,62.9%,1.2%,38.3%,85.1%,17.5%,6.5%,35,0,17.5%,94,12,12.5%,67,21,21,55,27.6%,0,0,0
226,Steve Cox*\coxst01,26,TBD,379,1421,3.75,872,61.4%,27.9%,17.0%,24.3%,30.8%,72.1%,0.0%,44.3%,76.5%,22.2%,5.0%,19,1,18.2%,69,32,10.8%,41,28,18,57,24.0%,0,0,0
227,Joe Crede\credejo01,23,CHW,56,198,3.54,136,68.7%,23.5%,16.9%,30.1%,29.4%,76.5%,0.0%,52.5%,77.9%,42.9%,5.4%,3,0,10.7%,6,3,8.9%,5,5,5,6,45.5%,0,0,0
228,Cesar Crespo#\crespce01,22,SDP,179,670,3.74,403,60.1%,27.3%,22.3%,24.6%,25.8%,72.7%,0.0%,43.7%,69.3%,33.5%,6.1%,11,0,16.8%,30,14,8.9%,16,6,14,36,28.0%,0,0,0
229,Felipe Crespo#\crespfe01,28,TOT,125,462,3.70,288,62.9%,21.9%,25.3%,25.7%,27.1%,78.1%,2.3%,49.1%,67.6%,28.8%,8.0%,10,0,19.2%,24,9,9.6%,12,9,4,30,11.8%,0,0,0
230,Felipe Crespo#\crespfe01,28,SFG,78,308,3.95,190,62.5%,22.1%,26.8%,28.4%,22.6%,77.9%,3.4%,48.7%,65.5%,29.5%,10.3%,8,0,20.5%,16,4,14.1%,11,8,3,23,11.5%,0,0,0
231,Felipe Crespo#\crespfe01,28,PHI,47,154,3.28,98,63.6%,21.4%,22.4%,20.4%,35.7%,78.6%,0.0%,50.0%,71.4%,27.7%,4.3%,2,0,17.0%,8,5,2.1%,1,1,1,7,12.5%,0,0,0
232,D.T. Cromer*\cromed.01,30,CIN,64,222,3.47,145,65.3%,17.2%,26.2%,28.3%,28.3%,82.8%,0.0%,54.1%,68.3%,35.9%,3.1%,2,0,12.5%,8,6,6.3%,4,2,3,16,15.8%,0,0,0
233,Deivi Cruz\cruzde01,28,DET,439,1406,3.20,953,67.8%,24.4%,10.8%,25.8%,38.9%,75.6%,0.0%,51.2%,85.7%,33.3%,4.3%,19,0,11.8%,52,28,6.4%,28,15,9,37,19.6%,0,0,0
234,Jacob Cruz*\cruzja01,28,TOT,166,657,3.96,413,62.9%,24.9%,25.4%,26.2%,23.5%,75.1%,0.0%,47.2%,66.1%,41.6%,4.8%,8,2,11.4%,19,7,8.4%,14,7,18,32,36.0%,0,0,0
235,Jacob Cruz*\cruzja01,28,CLE,76,288,3.79,184,63.9%,26.6%,23.4%,25.5%,24.5%,73.4%,0.0%,46.9%,68.1%,39.5%,3.9%,3,0,13.2%,10,5,6.6%,5,3,9,14,39.1%,0,0,0
236,Jacob Cruz*\cruzja01,28,COL,90,369,4.10,229,62.1%,23.6%,27.1%,26.6%,22.7%,76.4%,0.0%,47.4%,64.6%,43.3%,5.6%,5,2,10.0%,9,2,10.0%,9,4,9,18,33.3%,0,0,0
237,Jose Cruz#\cruzjo02,27,TOR,627,2369,3.78,1494,63.5%,21.7%,19.5%,29.1%,29.7%,78.3%,1.8%,49.7%,75.0%,38.1%,4.1%,26,3,14.4%,90,47,8.0%,50,31,37,101,26.8%,0,0,0
238,Juan Cruz\cruzju02,22,CHC,18,49,2.72,38,77.6%,26.3%,18.4%,21.1%,34.2%,73.7%,0.0%,57.1%,75.0%,55.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,3,40.0%,0,0,0
239,Nelson Cruz\cruzne01,28,HOU,6,25,4.17,18,72.0%,16.7%,44.4%,16.7%,22.2%,83.3%,0.0%,60.0%,46.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
240,Michael Cuddyer\cuddymi01,22,MIN,20,84,4.20,56,66.7%,26.8%,14.3%,37.5%,21.4%,73.2%,0.0%,48.8%,80.5%,15.0%,5.0%,1,0,25.0%,5,1,10.0%,2,2,1,5,16.7%,0,0,0
241,Midre Cummings*\cummimi01,29,ARI,21,90,4.29,64,71.1%,25.0%,15.6%,32.8%,26.6%,75.0%,0.0%,53.3%,79.2%,23.8%,0.0%,0,0,9.5%,2,1,0.0%,0,0,1,3,25.0%,0,0,0
242,Will Cunnane\cunnawi01,27,MIL,7,23,3.29,19,82.6%,31.6%,5.3%,31.6%,31.6%,68.4%,0.0%,56.5%,92.3%,57.1%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
243,Chad Curtis\curtich01,32,TEX,131,505,3.85,311,61.6%,34.4%,12.9%,22.5%,30.2%,65.6%,0.0%,40.4%,80.4%,27.5%,3.8%,5,0,11.5%,15,6,9.2%,12,4,8,13,38.1%,0,0,0
244,Jack Cust*\custja01,22,ARI,3,11,3.67,4,36.4%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,18.2%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,33.3%,1,0,0,0,,0,0,0
245,Jeff D'Amico\d'amije01,25,MIL,17,70,4.12,39,55.7%,38.5%,25.6%,10.3%,25.6%,61.5%,0.0%,34.3%,58.3%,29.4%,11.8%,2,0,23.5%,4,1,17.6%,3,2,4,1,80.0%,0,0,0
246,Omar Daal*\daalom01,29,PHI,63,182,2.89,137,75.3%,21.2%,13.9%,27.0%,38.0%,78.8%,0.0%,59.3%,82.4%,47.6%,3.2%,2,0,7.9%,5,0,3.2%,2,1,3,6,30.0%,0,0,0
247,Johnny Damon*\damonjo01,27,OAK,720,2786,3.87,1740,62.5%,34.7%,8.1%,23.7%,33.5%,65.3%,0.2%,40.8%,87.6%,13.2%,4.7%,34,0,13.5%,97,22,9.7%,70,16,24,46,34.3%,0,0,0
248,Mike Darr*\darrmi02,25,SDP,332,1319,3.97,788,60.3%,29.1%,13.5%,29.7%,27.8%,70.9%,2.3%,42.8%,81.0%,28.6%,6.0%,20,1,15.1%,50,14,11.1%,37,21,29,43,40.3%,0,0,0
249,Brian Daubach*\daubabr01,29,BOS,474,1902,4.01,1178,62.6%,25.6%,17.7%,30.8%,26.0%,74.4%,2.6%,46.6%,76.3%,32.7%,6.1%,29,3,16.9%,80,28,8.9%,42,28,29,79,26.9%,0,0,0
250,Jeff DaVanon#\davanje02,27,ANA,100,391,3.91,241,61.6%,30.3%,19.5%,25.3%,24.9%,69.7%,0.0%,43.0%,72.0%,34.0%,4.0%,4,1,15.0%,15,7,10.0%,10,5,13,16,44.8%,0,0,0
251,Joe Davenport\davenjo01,25,COL,1,4,4.00,3,75.0%,0.0%,33.3%,33.3%,33.3%,100.0%,0.0%,75.0%,66.7%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
252,Tom Davey\daveyto01,27,SDP,1,5,5.00,1,20.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0,0,0.0%,0,0,100.0%,1,0,0,0,,0,0,0
253,Ben Davis#\davisbe01,24,SDP,527,2002,3.80,1187,59.8%,26.7%,17.2%,27.1%,29.0%,73.3%,2.1%,43.8%,76.6%,30.9%,5.7%,30,1,15.0%,79,34,12.7%,67,32,37,75,33.0%,0,0,0
254,Doug Davis\davisdo02,25,TEX,4,15,3.75,12,80.0%,25.0%,33.3%,25.0%,16.7%,75.0%,0.0%,60.0%,55.6%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
255,Eric Davis\daviser01,39,SFG,171,611,3.57,383,62.7%,25.3%,19.6%,24.0%,31.1%,74.7%,0.0%,46.8%,73.8%,33.3%,4.7%,8,0,15.8%,27,15,8.2%,14,11,14,24,36.8%,0,0,0
256,Kane Davis\daviska01,26,COL,5,24,4.80,16,66.7%,56.3%,37.5%,6.3%,0.0%,43.8%,0.0%,29.2%,14.3%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,3,40.0%,0,0,0
257,Lance Davis\davisla01,24,CIN,37,106,2.86,81,76.4%,22.2%,23.5%,27.2%,27.2%,77.8%,0.0%,59.4%,69.8%,62.2%,2.7%,1,0,5.4%,2,1,5.4%,2,1,4,9,26.7%,0,0,0
258,Russ Davis\davisru01,31,SFG,189,713,3.77,456,64.6%,23.0%,19.5%,30.7%,26.8%,77.0%,2.7%,49.7%,74.6%,40.7%,4.8%,9,0,11.6%,22,10,9.0%,17,9,10,39,20.4%,0,0,0
259,Tomas de la Rosa\delarto01,23,MON,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
260,Mike DeJean\dejeami01,30,MIL,3,18,6.00,12,66.7%,25.0%,25.0%,41.7%,8.3%,75.0%,0.0%,50.0%,66.7%,33.3%,0.0%,0,0,33.3%,1,1,0.0%,0,0,0,1,0.0%,0,0,0
261,Carlos Delgado*\delgaca01,29,TOR,708,2862,4.04,1607,57.5%,30.3%,17.2%,25.0%,27.4%,69.7%,5.4%,40.1%,75.3%,21.3%,10.5%,74,12,20.8%,147,47,12.3%,87,42,38,98,27.9%,0,0,0
262,Wilson Delgado#\delgawi01,28,KCR,28,98,3.50,60,61.2%,26.7%,23.3%,25.0%,25.0%,73.3%,0.0%,44.9%,68.2%,25.0%,0.0%,0,0,10.7%,3,1,14.3%,4,1,3,7,30.0%,0,0,0
263,David Dellucci*\delluda01,27,ARI,243,944,3.88,573,61.7%,28.8%,16.8%,25.7%,28.8%,71.2%,4.3%,44.0%,76.5%,28.8%,7.8%,19,4,14.4%,35,7,9.9%,24,12,15,37,28.8%,0,0,0
264,Ryan Dempster\dempsry01,24,FLA,78,252,3.23,202,80.2%,17.3%,25.2%,33.7%,23.8%,82.7%,0.0%,66.3%,69.5%,69.2%,1.3%,1,0,2.6%,2,0,1.3%,1,1,7,20,24.1%,0,0,0
265,Mark DeRosa\derosma01,26,ATL,185,603,3.26,395,68.0%,24.8%,12.4%,25.3%,37.5%,75.2%,10.6%,51.1%,83.5%,35.7%,3.8%,7,0,9.2%,17,8,2.7%,5,2,6,13,31.6%,0,0,0
266,Delino DeShields*\deshide01,32,TOT,419,1654,3.95,960,58.2%,34.9%,10.9%,25.0%,29.2%,65.1%,0.6%,37.9%,83.2%,26.3%,7.4%,31,3,20.0%,84,33,11.5%,48,26,34,43,44.2%,0,0,0
267,Delino DeShields*\deshide01,32,BAL,224,874,3.90,499,57.4%,33.5%,11.2%,25.7%,29.7%,66.5%,1.1%,38.2%,83.1%,23.7%,8.9%,20,3,23.2%,52,23,10.7%,24,12,15,27,35.7%,0,0,0
268,Delino DeShields*\deshide01,32,CHC,195,780,4.00,461,59.1%,36.4%,10.6%,24.3%,28.6%,63.6%,0.0%,37.6%,83.3%,29.2%,5.6%,11,0,16.4%,32,10,12.3%,24,14,19,16,54.3%,0,0,0
269,Elmer Dessens\desseel01,30,CIN,70,221,3.16,154,69.7%,26.6%,11.0%,26.6%,35.7%,73.4%,0.0%,51.1%,85.0%,52.9%,2.9%,2,0,8.6%,6,1,2.9%,2,0,5,6,41.7%,0,0,0
270,Einar Diaz\diazei01,28,CLE,479,1533,3.20,1059,69.1%,29.2%,10.1%,22.9%,37.9%,70.8%,0.0%,48.9%,85.7%,28.6%,3.5%,17,0,12.3%,59,12,5.4%,26,15,5,38,11.4%,0,0,0
271,Mike Difelice\difelmi01,32,TOT,187,696,3.72,473,68.0%,23.5%,17.8%,32.1%,26.6%,76.5%,0.0%,52.0%,76.8%,36.4%,1.6%,3,0,12.8%,24,11,3.2%,6,5,13,36,26.5%,0,0,0
272,Mike Difelice\difelmi01,32,TBD,164,592,3.61,406,68.6%,24.9%,17.0%,30.0%,28.1%,75.1%,0.0%,51.5%,77.4%,36.0%,1.8%,3,0,12.2%,20,8,3.0%,5,4,12,27,30.8%,0,0,0
273,Mike Difelice\difelmi01,32,ARI,23,104,4.52,67,64.4%,14.9%,22.4%,44.8%,17.9%,85.1%,0.0%,54.8%,73.7%,39.1%,0.0%,0,0,17.4%,4,3,4.3%,1,1,1,9,10.0%,0,0,0
274,Chris Donnels*\donnech01,35,LAD,101,408,4.04,250,62.3%,29.2%,16.8%,28.8%,25.2%,70.8%,4.4%,44.1%,76.3%,31.7%,8.9%,9,2,15.8%,16,4,12.9%,13,8,7,18,28.0%,0,0,0
275,Octavio Dotel\doteloc01,27,HOU,12,38,3.17,31,81.6%,22.6%,35.5%,19.4%,22.6%,77.4%,0.0%,63.2%,54.2%,58.3%,0.0%,0,0,8.3%,1,0,0.0%,0,0,1,4,20.0%,0,0,0
276,Kelly Dransfeldt\dranske01,26,TEX,3,7,2.33,6,85.7%,0.0%,16.7%,33.3%,50.0%,100.0%,0.0%,85.7%,83.3%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
277,Darren Dreifort\dreifda01,29,LAD,37,157,4.24,97,61.8%,28.9%,32.0%,22.7%,16.5%,71.1%,0.0%,43.9%,55.1%,29.7%,2.7%,1,0,10.8%,4,2,10.8%,4,4,5,15,25.0%,0,0,0
278,J.D. Drew*\drewj.01,25,STL,444,1619,3.65,935,58.3%,25.8%,14.8%,26.6%,32.8%,74.2%,2.0%,43.2%,80.1%,33.3%,7.2%,32,1,18.9%,84,26,12.2%,54,17,21,54,28.0%,0,0,0
279,Rob Ducey*\duceyro01,36,TOT,93,372,4.00,214,57.5%,33.2%,17.3%,25.7%,23.8%,66.8%,0.0%,38.4%,74.1%,21.5%,8.6%,8,0,16.1%,15,3,10.8%,10,5,8,17,32.0%,0,0,0
280,Rob Ducey*\duceyro01,36,PHI,34,123,3.62,72,58.5%,36.1%,19.4%,20.8%,23.6%,63.9%,0.0%,37.4%,69.6%,20.6%,11.8%,4,0,20.6%,7,0,2.9%,1,0,4,7,36.4%,0,0,0
281,Rob Ducey*\duceyro01,36,MON,59,249,4.22,142,57.0%,31.7%,16.2%,28.2%,23.9%,68.3%,0.0%,39.0%,76.3%,22.0%,6.8%,4,0,13.6%,8,3,15.3%,9,5,4,10,28.6%,0,0,0
282,Brandon Duckworth\duckwbr01,25,PHI,26,114,4.38,74,64.9%,43.2%,4.1%,25.7%,27.0%,56.8%,0.0%,36.8%,92.9%,11.5%,3.8%,1,0,15.4%,4,0,7.7%,2,0,4,0,100.0%,0,0,0
283,Courtney Duncan*\duncaco01,26,CHC,5,24,4.80,11,45.8%,27.3%,18.2%,36.4%,18.2%,72.7%,0.0%,33.3%,75.0%,0.0%,20.0%,1,0,40.0%,2,1,0.0%,0,0,0,1,0.0%,0,0,0
284,Adam Dunn*\dunnad01,21,CIN,286,1180,4.13,686,58.5%,34.1%,16.8%,24.3%,24.8%,65.9%,1.6%,38.6%,74.6%,26.2%,8.7%,25,2,17.5%,50,18,13.3%,38,21,30,44,40.5%,0,0,0
285,Shawon Dunston\dunstsh01,38,SFG,193,650,3.37,458,70.5%,14.8%,20.3%,30.6%,34.3%,85.2%,0.0%,60.0%,76.2%,39.4%,1.6%,3,0,7.8%,15,5,2.6%,5,2,6,26,18.8%,0,0,0
286,Todd Dunwoody*\dunwoto01,26,CHC,64,223,3.48,156,70.0%,21.8%,23.1%,25.0%,30.1%,78.2%,0.0%,54.7%,70.5%,40.6%,1.6%,1,0,9.4%,6,5,1.6%,1,0,3,11,21.4%,0,0,0
287,Erubiel Durazo*\durazer01,27,ARI,208,778,3.74,462,59.7%,28.1%,22.1%,22.1%,27.7%,71.9%,1.3%,42.9%,69.3%,29.3%,9.6%,20,0,23.6%,49,14,13.9%,29,14,7,42,14.3%,0,0,0
288,Chad Durbin\durbich01,23,KCR,2,5,2.50,4,80.0%,25.0%,25.0%,0.0%,50.0%,75.0%,0.0%,60.0%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
289,Ray Durham#\durhara01,29,CHW,694,2825,4.07,1721,61.1%,31.9%,11.4%,26.8%,29.8%,68.1%,0.6%,41.6%,83.2%,17.6%,4.6%,32,2,17.0%,118,47,11.4%,79,48,26,84,23.6%,0,0,0
290,Jermaine Dye\dyeje01,27,TOT,675,2661,3.94,1609,61.0%,31.3%,13.3%,24.4%,31.0%,68.7%,2.3%,41.9%,80.7%,24.3%,7.0%,47,7,16.9%,114,37,10.4%,70,50,36,76,32.1%,0,0,0
291,Jermaine Dye\dyeje01,27,KCR,410,1563,3.81,954,61.5%,28.8%,13.5%,25.6%,32.1%,71.2%,2.0%,43.8%,81.0%,30.0%,7.6%,31,6,15.6%,64,20,10.7%,44,33,21,47,30.9%,0,0,0
292,Jermaine Dye\dyeje01,27,OAK,265,1098,4.14,655,60.3%,34.8%,13.0%,22.7%,29.5%,65.2%,2.7%,39.3%,80.1%,15.5%,6.0%,16,1,18.9%,50,17,9.8%,26,17,15,29,34.1%,0,0,0
293,Damion Easley\easleda01,31,DET,660,2365,3.58,1480,62.9%,31.9%,10.5%,23.6%,34.0%,68.1%,1.4%,42.8%,84.5%,26.1%,3.9%,26,3,11.7%,77,29,8.9%,59,23,29,61,32.2%,0,0,0
294,Adam Eaton\eatonad01,23,SDP,44,156,3.55,104,66.7%,26.9%,16.3%,29.8%,26.9%,73.1%,0.0%,48.7%,77.6%,43.2%,4.5%,2,0,6.8%,3,1,6.8%,3,1,4,8,33.3%,0,0,0
295,Angel Echevarria\echevan01,30,MIL,145,501,3.46,320,63.9%,21.3%,20.0%,25.9%,32.8%,78.8%,0.0%,50.3%,74.6%,27.6%,6.2%,9,2,16.6%,24,12,6.2%,9,5,7,22,24.1%,0,0,0
296,David Eckstein\eckstda01,26,ANA,668,2560,3.83,1680,65.6%,38.8%,4.5%,24.6%,32.1%,61.2%,0.0%,40.2%,92.7%,13.6%,5.2%,35,0,13.8%,92,11,8.5%,57,11,28,31,46.7%,0,0,0
297,Jim Edmonds*\edmonji01,31,STL,611,2529,4.14,1438,57.8%,32.5%,14.0%,27.3%,26.1%,67.5%,3.8%,39.0%,79.2%,25.5%,9.7%,59,0,19.6%,120,32,14.7%,90,53,45,91,33.1%,0,0,0
298,Scott Elarton\elartsc01,25,TOT,47,134,2.85,100,74.6%,29.0%,14.0%,24.0%,33.0%,71.0%,0.0%,53.0%,80.3%,51.1%,4.3%,2,0,8.5%,4,2,2.1%,1,0,5,5,50.0%,0,0,0
299,Scott Elarton\elartsc01,25,HOU,39,114,2.92,84,73.7%,28.6%,14.3%,25.0%,32.1%,71.4%,0.0%,52.6%,80.0%,46.2%,5.1%,2,0,7.7%,3,1,2.6%,1,0,4,4,50.0%,0,0,0
300,Scott Elarton\elartsc01,25,COL,8,20,2.50,16,80.0%,31.3%,12.5%,18.8%,37.5%,68.8%,0.0%,55.0%,81.8%,75.0%,0.0%,0,0,12.5%,1,1,0.0%,0,0,1,1,50.0%,0,0,0
301,Robert Ellis\ellisro02,30,ARI,28,107,3.82,81,75.7%,24.7%,35.8%,21.0%,18.5%,75.3%,0.0%,57.0%,52.5%,39.3%,0.0%,0,0,3.6%,1,1,3.6%,1,0,1,11,8.3%,0,0,0
302,Alan Embree*\embreal01,31,TOT,1,4,4.00,4,100.0%,25.0%,0.0%,50.0%,25.0%,75.0%,,75.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
303,Alan Embree*\embreal01,31,SFG,1,4,4.00,4,100.0%,25.0%,0.0%,50.0%,25.0%,75.0%,,75.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
304,Juan Encarnacion\encarju01,25,DET,457,1647,3.60,1066,64.8%,22.0%,19.9%,26.8%,31.2%,78.0%,0.2%,50.5%,74.5%,33.9%,4.4%,20,3,14.0%,64,32,7.0%,32,20,18,75,19.4%,0,0,0
305,Mario Encarnacion\encarma01,25,COL,67,249,3.72,153,61.4%,23.5%,19.6%,25.5%,31.4%,76.5%,0.0%,47.0%,74.4%,35.8%,3.0%,2,0,17.9%,12,8,11.9%,8,7,5,9,35.7%,0,0,0
306,Darin Erstad*\erstada01,27,ANA,719,2761,3.84,1720,62.9%,34.2%,10.5%,24.5%,30.9%,65.8%,2.4%,41.4%,84.1%,16.3%,7.1%,51,1,18.5%,133,37,10.4%,75,36,36,77,31.9%,0,0,0
307,Alex Escobar\escobal01,22,NYM,53,196,3.70,130,66.3%,24.6%,27.7%,23.8%,23.8%,75.4%,0.0%,50.0%,63.3%,45.3%,3.8%,2,0,13.2%,7,4,5.7%,3,3,3,16,15.8%,0,0,0
308,Bobby Estalella\estalbo02,26,TOT,111,422,3.80,266,63.9%,16.9%,24.1%,33.8%,25.2%,83.1%,3.8%,53.1%,71.0%,45.0%,3.6%,4,0,13.5%,15,9,6.3%,7,4,9,21,30.0%,0,0,0
309,Bobby Estalella\estalbo02,26,SFG,105,401,3.82,253,64.1%,16.6%,23.3%,34.4%,25.7%,83.4%,4.1%,53.4%,72.0%,43.8%,3.8%,4,0,14.3%,15,9,6.7%,7,4,9,19,32.1%,0,0,0
310,Bobby Estalella\estalbo02,26,NYY,6,21,3.50,13,61.9%,23.1%,38.5%,23.1%,15.4%,76.9%,0.0%,47.6%,50.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
311,Shawn Estes\estessh01,28,SFG,52,188,3.62,131,69.7%,31.3%,13.0%,26.7%,29.0%,68.7%,0.0%,47.9%,81.1%,34.6%,3.8%,2,0,9.6%,5,3,3.8%,2,1,5,5,45.5%,0,0,0
312,Johnny Estrada#\estrajo01,25,PHI,324,1019,3.15,723,72.5%,17.0%,10.5%,34.9%,37.6%,83.0%,7.4%,60.2%,87.3%,40.7%,4.9%,16,0,9.3%,30,10,4.0%,13,9,5,27,15.6%,0,0,0
313,Tony Eusebio\eusebto01,34,HOU,175,680,3.89,406,60.8%,25.4%,18.7%,26.4%,29.6%,74.6%,4.4%,45.4%,74.9%,26.3%,8.6%,15,0,17.1%,30,13,10.9%,19,13,10,24,29.4%,0,0,0
314,Adam Everett\everead01,24,HOU,3,13,4.33,9,69.2%,11.1%,33.3%,33.3%,22.2%,88.9%,0.0%,61.5%,62.5%,33.3%,0.0%,0,0,33.3%,1,1,0.0%,0,0,0,1,0.0%,0,0,0
315,Carl Everett#\evereca01,30,BOS,449,1685,3.75,1110,66.3%,21.7%,22.7%,28.1%,27.5%,78.3%,2.1%,51.9%,71.0%,39.9%,3.6%,16,1,13.1%,59,28,7.1%,32,17,9,95,8.7%,0,0,0
316,Jorge Fabregas*\fabrejo01,31,ANA,158,480,3.04,317,66.0%,23.0%,11.4%,21.8%,43.8%,77.0%,0.0%,50.8%,85.2%,32.9%,1.3%,2,0,6.3%,10,8,7.0%,11,7,2,13,13.3%,0,0,0
317,Kyle Farnsworth\farnsky01,25,CHC,2,8,4.00,6,75.0%,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
318,Sal Fasano\fasansa01,29,TOT,97,350,3.61,232,66.3%,23.7%,27.2%,25.0%,24.1%,76.3%,0.0%,50.6%,64.4%,29.9%,4.1%,4,0,10.3%,10,4,4.1%,4,2,6,25,19.4%,0,0,0
319,Sal Fasano\fasansa01,29,TOT,24,92,3.83,64,69.6%,28.1%,35.9%,20.3%,15.6%,71.9%,0.0%,50.0%,50.0%,29.2%,4.2%,1,0,12.5%,3,1,4.2%,1,0,2,10,16.7%,0,0,0
320,Sal Fasano\fasansa01,29,OAK,23,88,3.83,61,69.3%,29.5%,34.4%,21.3%,14.8%,70.5%,0.0%,48.9%,51.2%,26.1%,4.3%,1,0,13.0%,3,1,4.3%,1,0,2,10,16.7%,0,0,0
321,Sal Fasano\fasansa01,29,KCR,1,4,4.00,3,75.0%,0.0%,66.7%,0.0%,33.3%,100.0%,0.0%,75.0%,33.3%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
322,Sal Fasano\fasansa01,29,COL,73,258,3.53,168,65.1%,22.0%,23.8%,26.8%,27.4%,78.0%,0.0%,50.8%,69.5%,30.1%,4.1%,3,0,9.6%,7,3,4.1%,3,2,4,15,21.1%,0,0,0
323,Jeff Fassero*\fasseje01,38,CHC,2,11,5.50,7,63.6%,14.3%,57.1%,28.6%,0.0%,85.7%,0.0%,54.5%,33.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
324,Carlos Febles\febleca01,25,KCR,317,1196,3.77,746,62.4%,31.9%,13.0%,23.5%,31.6%,68.1%,0.0%,42.5%,80.9%,20.8%,3.2%,10,0,11.4%,36,13,9.1%,29,17,20,38,34.5%,0,0,0
325,Pedro Feliz\felizpe01,26,SFG,238,806,3.39,530,66.3%,24.7%,17.9%,24.2%,33.2%,75.3%,2.5%,49.9%,76.2%,38.7%,3.4%,8,1,13.0%,31,13,3.4%,8,8,14,36,28.0%,0,0,0
326,Jared Fernandez\fernaja01,29,CIN,2,8,4.00,6,75.0%,33.3%,16.7%,16.7%,33.3%,66.7%,0.0%,50.0%,75.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
327,Jose Fernandez\fernajo01,26,ANA,27,117,4.33,83,70.9%,20.5%,26.5%,34.9%,18.1%,79.5%,0.0%,56.4%,66.7%,33.3%,0.0%,0,0,14.8%,4,2,3.7%,1,0,2,8,20.0%,0,0,0
328,Osvaldo Fernandez\fernaos01,34,CIN,24,80,3.33,57,71.3%,40.4%,12.3%,22.8%,24.6%,59.6%,0.0%,42.5%,79.4%,41.7%,0.0%,0,0,4.2%,1,0,4.2%,1,1,5,3,62.5%,0,0,0
329,Tony Fernandez#\fernato01,39,TOT,134,474,3.54,309,65.2%,19.1%,10.4%,35.6%,35.0%,80.9%,0.0%,52.7%,87.2%,41.8%,2.2%,3,0,9.0%,12,8,9.7%,13,9,7,10,41.2%,0,0,0
330,Tony Fernandez#\fernato01,39,MIL,72,274,3.81,177,64.6%,18.6%,9.6%,40.1%,31.6%,81.4%,0.0%,52.6%,88.2%,41.7%,4.2%,3,0,13.9%,10,6,13.9%,10,8,3,6,33.3%,0,0,0
331,Tony Fernandez#\fernato01,39,TOR,62,200,3.23,132,66.0%,19.7%,11.4%,29.5%,39.4%,80.3%,0.0%,53.0%,85.8%,41.9%,0.0%,0,0,3.2%,2,2,4.8%,3,1,4,4,50.0%,0,0,0
332,Robert Fick*\fickro01,27,DET,450,1781,3.96,1071,60.4%,29.5%,9.8%,28.7%,32.0%,70.5%,1.3%,42.6%,86.1%,24.4%,7.1%,32,4,16.0%,72,30,12.4%,56,32,19,43,30.6%,0,0,0
